type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum
white;7.1000000000;0.2300000000;0.2800000000;1.9000000000;0.0460000000;33.0000000000;103.0000000000;0.9899700000;3.1200000000;0.3100000000;12.0000000000;5;0.369418;0.322711;0.121589;0.650989;0.179392;0.081369;0.109724;0.004752;0.030553;0.416360;0.143638;0;2.430495;290
white;7.3000000000;0.1800000000;0.2900000000;1.0000000000;0.0360000000;26.0000000000;101.0000000000;0.9900000000;3.0900000000;0.3700000000;11.7000000000;6;0.258017;0.469947;0.090217;0.816310;0.357785;0.148012;0.127011;0.004722;0.039875;0.303397;0.115047;0;2.730340;489
red;8.0000000000;0.1800000000;0.3700000000;0.9000000000;0.0490000000;36.0000000000;109.0000000000;0.9900700000;2.8900000000;0.4400000000;12.7000000000;6;2.454044;0.469947;0.160756;0.834679;0.125874;0.179675;0.057863;0.004652;0.102019;0.171608;0.210350;0;4.771467;331
red;8.0000000000;0.1800000000;0.3700000000;0.9000000000;0.0490000000;36.0000000000;109.0000000000;0.9900700000;2.8900000000;0.4400000000;12.7000000000;6;2.454044;0.469947;0.160756;0.834679;0.125874;0.179675;0.057863;0.004652;0.102019;0.171608;0.210350;0;4.771467;332
white;7.1000000000;0.3300000000;0.2500000000;1.6000000000;0.0300000000;25.0000000000;126.0000000000;0.9901000000;3.2200000000;0.3400000000;12.1000000000;7;0.369418;0.028237;0.215704;0.706096;0.464820;0.180780;0.089075;0.004622;0.000518;0.359879;0.153168;0;2.572317;378
white;6.9000000000;0.2600000000;0.2900000000;4.2000000000;0.0430000000;33.0000000000;114.0000000000;0.9902000000;3.1600000000;0.3100000000;12.5000000000;6;0.996854;0.234369;0.090217;0.228502;0.232910;0.081369;0.014646;0.004521;0.018124;0.416360;0.191290;0;2.509162;325
white;6.9000000000;0.2600000000;0.2900000000;4.2000000000;0.0430000000;33.0000000000;114.0000000000;0.9902000000;3.1600000000;0.3100000000;12.5000000000;6;0.996854;0.234369;0.090217;0.228502;0.232910;0.081369;0.014646;0.004521;0.018124;0.416360;0.191290;0;2.509162;326
white;7.2000000000;0.3200000000;0.3300000000;1.4000000000;0.0290000000;29.0000000000;109.0000000000;0.9902000000;3.1500000000;0.5100000000;12.8000000000;7;0.055700;0.057684;0.035269;0.742834;0.482660;0.049705;0.057863;0.004521;0.021232;0.039818;0.219881;0;1.767167;41
white;7.1000000000;0.3700000000;0.3000000000;6.2000000000;0.0400000000;49.0000000000;139.0000000000;0.9902100000;3.1700000000;0.2700000000;13.6000000000;6;0.369418;0.089551;0.058845;0.138877;0.286427;0.605669;0.201440;0.004511;0.015017;0.491668;0.296123;0;2.557546;365
white;7.1000000000;0.3700000000;0.3000000000;6.2000000000;0.0400000000;49.0000000000;139.0000000000;0.9902100000;3.1700000000;0.2700000000;13.6000000000;6;0.369418;0.089551;0.058845;0.138877;0.286427;0.605669;0.201440;0.004511;0.015017;0.491668;0.296123;0;2.557546;366
white;7.1000000000;0.2800000000;0.3500000000;3.5000000000;0.0280000000;35.0000000000;91.0000000000;0.9902200000;2.9600000000;0.3300000000;12.1000000000;5;0.369418;0.175474;0.098013;0.357085;0.500499;0.146906;0.213445;0.004501;0.080268;0.378706;0.153168;0;2.477483;311
white;7.5000000000;0.3800000000;0.2900000000;4.9000000000;0.0210000000;38.0000000000;113.0000000000;0.9902600000;3.0800000000;0.4800000000;13.0000000000;7;0.885453;0.118999;0.090217;0.099919;0.625374;0.245213;0.023289;0.004461;0.042982;0.096299;0.238941;0;2.471147;307
white;6.8000000000;0.3200000000;0.2800000000;4.8000000000;0.0340000000;25.0000000000;100.0000000000;0.9902600000;3.0800000000;0.4700000000;12.4000000000;7;1.310572;0.057684;0.121589;0.118288;0.393463;0.180780;0.135654;0.004461;0.042982;0.115126;0.181759;0;2.662358;439
white;7.1000000000;0.2600000000;0.4900000000;2.2000000000;0.0320000000;31.0000000000;113.0000000000;0.9903000000;3.3700000000;0.4200000000;12.9000000000;9;0.369418;0.234369;0.537218;0.595882;0.429142;0.015831;0.023289;0.004421;0.047126;0.209262;0.229411;0;2.695369;460
white;7.1000000000;0.2500000000;0.4900000000;3.0000000000;0.0300000000;30.0000000000;96.0000000000;0.9903000000;3.1300000000;0.3900000000;12.3000000000;7;0.369418;0.263816;0.537218;0.448930;0.464820;0.016937;0.170228;0.004421;0.027446;0.265743;0.172229;0;2.741206;494
white;7.2000000000;0.3700000000;0.1500000000;2.0000000000;0.0290000000;27.0000000000;87.0000000000;0.9903000000;3.3000000000;0.5900000000;12.6000000000;7;0.055700;0.089551;0.529422;0.632620;0.482660;0.115243;0.248019;0.004421;0.025375;0.110798;0.200820;0;2.494629;316
white;7.2000000000;0.3700000000;0.1500000000;2.0000000000;0.0290000000;27.0000000000;87.0000000000;0.9903000000;3.3000000000;0.5900000000;12.6000000000;7;0.055700;0.089551;0.529422;0.632620;0.482660;0.115243;0.248019;0.004421;0.025375;0.110798;0.200820;0;2.494629;317
white;7.1000000000;0.3600000000;0.2400000000;1.8000000000;0.0250000000;32.0000000000;102.0000000000;0.9903000000;3.3400000000;0.5900000000;12.8000000000;6;0.369418;0.060104;0.247076;0.669358;0.554017;0.048600;0.118367;0.004421;0.037804;0.110798;0.219881;0;2.439844;294
white;7.1000000000;0.3600000000;0.3700000000;4.8000000000;0.0190000000;39.0000000000;114.0000000000;0.9903600000;3.0800000000;0.4900000000;12.7000000000;7;0.369418;0.060104;0.160756;0.118288;0.661053;0.277981;0.014646;0.004360;0.042982;0.077472;0.210350;0;1.997410;104
white;7.1000000000;0.3600000000;0.3700000000;4.8000000000;0.0190000000;39.0000000000;114.0000000000;0.9903600000;3.0800000000;0.4900000000;12.7000000000;7;0.369418;0.060104;0.160756;0.118288;0.661053;0.277981;0.014646;0.004360;0.042982;0.077472;0.210350;0;1.997410;105
white;7.3000000000;0.2000000000;0.3900000000;2.3000000000;0.0480000000;24.0000000000;87.0000000000;0.9904400000;2.9400000000;0.3500000000;12.0000000000;6;0.258017;0.411053;0.223500;0.577513;0.143713;0.213549;0.248019;0.004280;0.086483;0.341051;0.143638;0;2.650816;428
white;7.3000000000;0.2000000000;0.3900000000;2.3000000000;0.0480000000;24.0000000000;87.0000000000;0.9904400000;2.9400000000;0.3500000000;12.0000000000;6;0.258017;0.411053;0.223500;0.577513;0.143713;0.213549;0.248019;0.004280;0.086483;0.341051;0.143638;0;2.650816;429
white;7.0000000000;0.1600000000;0.3000000000;2.6000000000;0.0430000000;34.0000000000;90.0000000000;0.9904700000;2.8800000000;0.4700000000;11.2000000000;6;0.683136;0.528842;0.058845;0.522406;0.232910;0.114138;0.222089;0.004250;0.105126;0.115126;0.067396;0;2.654264;434
white;7.0000000000;0.1600000000;0.3000000000;2.6000000000;0.0430000000;34.0000000000;90.0000000000;0.9904700000;2.8800000000;0.4700000000;11.2000000000;6;0.683136;0.528842;0.058845;0.522406;0.232910;0.114138;0.222089;0.004250;0.105126;0.115126;0.067396;0;2.654264;435
white;7.0000000000;0.2900000000;0.3300000000;0.9000000000;0.0410000000;20.0000000000;117.0000000000;0.9904800000;3.2100000000;0.5000000000;11.4000000000;5;0.683136;0.146027;0.035269;0.834679;0.268588;0.344624;0.011284;0.004240;0.002588;0.058645;0.086456;0;2.475536;308
white;7.0000000000;0.2900000000;0.3300000000;0.9000000000;0.0410000000;20.0000000000;117.0000000000;0.9904800000;3.2100000000;0.5000000000;11.4000000000;5;0.683136;0.146027;0.035269;0.834679;0.268588;0.344624;0.011284;0.004240;0.002588;0.058645;0.086456;0;2.475536;309
white;7.0000000000;0.2400000000;0.3400000000;3.0000000000;0.0350000000;36.0000000000;102.0000000000;0.9905000000;3.1800000000;0.4300000000;12.2000000000;6;0.683136;0.293263;0.066641;0.448930;0.375624;0.179675;0.118367;0.004220;0.011910;0.190435;0.162699;0;2.534900;349
white;7.3000000000;0.2800000000;0.4300000000;1.7000000000;0.0800000000;21.0000000000;123.0000000000;0.9905000000;3.1900000000;0.4200000000;12.8000000000;5;0.258017;0.175474;0.348987;0.687727;0.427144;0.311855;0.063144;0.004220;0.008803;0.209262;0.219881;0;2.714514;475
white;7.4000000000;0.2400000000;0.3600000000;2.0000000000;0.0310000000;27.0000000000;139.0000000000;0.9905500000;3.2800000000;0.4800000000;12.5000000000;9;0.571735;0.293263;0.129385;0.632620;0.446981;0.115243;0.201440;0.004169;0.019161;0.096299;0.191290;0;2.701586;465
white;7.0000000000;0.2900000000;0.3700000000;1.6000000000;0.0350000000;34.0000000000;126.0000000000;0.9905800000;3.2600000000;0.4700000000;12.3000000000;6;0.683136;0.146027;0.160756;0.706096;0.375624;0.114138;0.089075;0.004139;0.012947;0.115126;0.172229;0;2.579293;383
white;7.0000000000;0.3300000000;0.3200000000;1.2000000000;0.0530000000;38.0000000000;138.0000000000;0.9906000000;3.1300000000;0.2800000000;11.2000000000;6;0.683136;0.028237;0.003897;0.779572;0.054517;0.245213;0.192796;0.004119;0.027446;0.472841;0.067396;0;2.559170;368
white;7.2000000000;0.3200000000;0.3600000000;2.0000000000;0.0330000000;37.0000000000;114.0000000000;0.9906000000;3.1000000000;0.7100000000;12.3000000000;7;0.055700;0.057684;0.129385;0.632620;0.411303;0.212444;0.014646;0.004119;0.036768;0.336723;0.172229;0;2.063621;130
white;7.1000000000;0.3000000000;0.4600000000;1.5000000000;0.0660000000;29.0000000000;133.0000000000;0.9906000000;3.1200000000;0.5400000000;12.7000000000;6;0.369418;0.116579;0.443103;0.724465;0.177393;0.049705;0.149579;0.004119;0.030553;0.016662;0.210350;0;2.291926;215
white;7.1000000000;0.4400000000;0.2300000000;5.8000000000;0.0350000000;24.0000000000;100.0000000000;0.9906200000;3.1500000000;0.5700000000;13.2000000000;7;0.369418;0.295683;0.278448;0.065401;0.375624;0.213549;0.135654;0.004099;0.021232;0.073143;0.258002;0;2.090253;138
white;7.0000000000;0.2500000000;0.4500000000;2.3000000000;0.0450000000;40.0000000000;118.0000000000;0.9906400000;3.1600000000;0.4800000000;11.9000000000;7;0.683136;0.263816;0.411731;0.577513;0.197231;0.310750;0.019927;0.004079;0.018124;0.096299;0.134108;0;2.716714;479
white;7.0000000000;0.2500000000;0.4500000000;2.3000000000;0.0450000000;40.0000000000;118.0000000000;0.9906400000;3.1600000000;0.4800000000;11.9000000000;7;0.683136;0.263816;0.411731;0.577513;0.197231;0.310750;0.019927;0.004079;0.018124;0.096299;0.134108;0;2.716714;480
red;6.7000000000;0.2800000000;0.2800000000;2.4000000000;0.0120000000;36.0000000000;100.0000000000;0.9906400000;3.2600000000;0.3900000000;11.7000000000;7;1.624290;0.175474;0.121589;0.559144;0.785928;0.179675;0.135654;0.004079;0.012947;0.265743;0.115047;0;3.979570;172
red;6.7000000000;0.2800000000;0.2800000000;2.4000000000;0.0120000000;36.0000000000;100.0000000000;0.9906400000;3.2600000000;0.3900000000;11.7000000000;7;1.624290;0.175474;0.121589;0.559144;0.785928;0.179675;0.135654;0.004079;0.012947;0.265743;0.115047;0;3.979570;173
white;6.9000000000;0.3100000000;0.3200000000;1.6000000000;0.0360000000;34.0000000000;114.0000000000;0.9906800000;3.1900000000;0.4500000000;11.4000000000;7;0.996854;0.087132;0.003897;0.706096;0.357785;0.114138;0.014646;0.004039;0.008803;0.152781;0.086456;0;2.532627;346
white;7.1000000000;0.2800000000;0.3100000000;1.5000000000;0.0530000000;20.0000000000;98.0000000000;0.9906900000;3.1500000000;0.5000000000;11.4000000000;5;0.369418;0.175474;0.027473;0.724465;0.054517;0.344624;0.152941;0.004029;0.021232;0.058645;0.086456;0;2.019274;111
white;7.1000000000;0.2800000000;0.4400000000;1.8000000000;0.0320000000;32.0000000000;107.0000000000;0.9907000000;3.2500000000;0.4800000000;12.2000000000;7;0.369418;0.175474;0.380359;0.669358;0.429142;0.048600;0.075150;0.004018;0.009839;0.096299;0.162699;0;2.420356;279
white;7.2000000000;0.2100000000;0.2800000000;2.7000000000;0.0330000000;38.0000000000;94.0000000000;0.9907500000;2.9900000000;0.4300000000;11.8000000000;7;0.055700;0.381605;0.121589;0.504037;0.411303;0.245213;0.187515;0.003968;0.070947;0.190435;0.124577;0;2.296889;219
white;7.2000000000;0.4000000000;0.3800000000;2.2000000000;0.0300000000;40.0000000000;109.0000000000;0.9907500000;3.2700000000;0.4600000000;12.6000000000;6;0.055700;0.177893;0.192128;0.595882;0.464820;0.310750;0.057863;0.003968;0.016054;0.133954;0.200820;0;2.209832;184
white;7.2000000000;0.3300000000;0.2200000000;4.5000000000;0.0310000000;10.0000000000;73.0000000000;0.9907600000;2.9700000000;0.5200000000;12.2000000000;7;0.055700;0.028237;0.309820;0.173395;0.446981;0.672312;0.369027;0.003958;0.077161;0.020991;0.162699;0;2.320281;230
white;7.1000000000;0.2500000000;0.3900000000;2.1000000000;0.0360000000;30.0000000000;124.0000000000;0.9908000000;3.2800000000;0.4300000000;12.2000000000;8;0.369418;0.263816;0.223500;0.614251;0.357785;0.016937;0.071788;0.003918;0.019161;0.190435;0.162699;0;2.293708;217
white;7.1000000000;0.2800000000;0.2600000000;2.8000000000;0.0390000000;50.0000000000;118.0000000000;0.9908000000;3.0600000000;0.5900000000;11.2000000000;6;0.369418;0.175474;0.184333;0.485668;0.304267;0.638438;0.019927;0.003918;0.049196;0.110798;0.067396;0;2.408833;276
white;7.2000000000;0.2300000000;0.3900000000;2.3000000000;0.0330000000;29.0000000000;102.0000000000;0.9908000000;3.2600000000;0.5400000000;12.3000000000;7;0.055700;0.322711;0.223500;0.577513;0.411303;0.049705;0.118367;0.003918;0.012947;0.016662;0.172229;0;1.964555;89
white;7.2000000000;0.2300000000;0.3900000000;2.3000000000;0.0330000000;29.0000000000;102.0000000000;0.9908000000;3.2600000000;0.5400000000;12.3000000000;7;0.055700;0.322711;0.223500;0.577513;0.411303;0.049705;0.118367;0.003918;0.012947;0.016662;0.172229;0;1.964555;90
white;7.1000000000;0.2600000000;0.3700000000;5.5000000000;0.0250000000;31.0000000000;105.0000000000;0.9908200000;3.0600000000;0.3300000000;12.6000000000;8;0.369418;0.234369;0.160756;0.010294;0.554017;0.015831;0.092437;0.003898;0.049196;0.378706;0.200820;0;2.069742;133
white;7.3000000000;0.3000000000;0.3300000000;2.3000000000;0.0430000000;28.0000000000;125.0000000000;0.9908400000;3.3400000000;0.4400000000;12.6000000000;7;0.258017;0.116579;0.035269;0.577513;0.232910;0.082474;0.080431;0.003878;0.037804;0.171608;0.200820;0;1.797303;47
white;7.5000000000;0.2600000000;0.3000000000;4.6000000000;0.0270000000;29.0000000000;92.0000000000;0.9908500000;3.1500000000;0.3800000000;12.0000000000;7;0.885453;0.234369;0.058845;0.155026;0.518338;0.049705;0.204802;0.003868;0.021232;0.284570;0.143638;0;2.559846;369
white;7.3000000000;0.2500000000;0.3600000000;2.1000000000;0.0340000000;30.0000000000;177.0000000000;0.9908500000;3.2500000000;0.4000000000;11.9000000000;8;0.258017;0.263816;0.129385;0.614251;0.393463;0.016937;0.529891;0.003868;0.009839;0.246916;0.134108;0;2.600491;401
white;7.3000000000;0.2500000000;0.3600000000;2.1000000000;0.0340000000;30.0000000000;177.0000000000;0.9908500000;3.2500000000;0.4000000000;11.9000000000;8;0.258017;0.263816;0.129385;0.614251;0.393463;0.016937;0.529891;0.003868;0.009839;0.246916;0.134108;0;2.600491;402
white;7.3000000000;0.2500000000;0.3600000000;2.1000000000;0.0340000000;30.0000000000;177.0000000000;0.9908500000;3.2500000000;0.4000000000;11.9000000000;8;0.258017;0.263816;0.129385;0.614251;0.393463;0.016937;0.529891;0.003868;0.009839;0.246916;0.134108;0;2.600491;403
white;7.2000000000;0.5800000000;0.2700000000;5.8000000000;0.0320000000;40.0000000000;118.0000000000;0.9908800000;3.1700000000;0.5300000000;13.0000000000;7;0.055700;0.707945;0.152961;0.065401;0.429142;0.310750;0.019927;0.003838;0.015017;0.002164;0.238941;0;2.001786;106
white;7.5000000000;0.3300000000;0.3600000000;2.6000000000;0.0510000000;26.0000000000;126.0000000000;0.9909700000;3.3200000000;0.5300000000;12.7000000000;6;0.885453;0.028237;0.129385;0.522406;0.090195;0.148012;0.089075;0.003747;0.031590;0.002164;0.210350;0;2.140614;153
white;7.2000000000;0.3200000000;0.4700000000;5.1000000000;0.0440000000;19.0000000000;65.0000000000;0.9910000000;3.0300000000;0.4100000000;12.6000000000;4;0.055700;0.057684;0.474474;0.063181;0.215070;0.377393;0.438175;0.003717;0.058518;0.228089;0.200820;0;2.172821;170
white;7.3000000000;0.3900000000;0.3700000000;1.1000000000;0.0430000000;36.0000000000;113.0000000000;0.9910000000;3.3900000000;0.4800000000;12.7000000000;8;0.258017;0.148446;0.160756;0.797941;0.232910;0.179675;0.023289;0.003717;0.053340;0.096299;0.210350;0;2.164740;167
white;7.3000000000;0.4300000000;0.3700000000;4.6000000000;0.0280000000;17.0000000000;114.0000000000;0.9910000000;3.2300000000;0.4300000000;13.2000000000;6;0.258017;0.266235;0.160756;0.155026;0.500499;0.442930;0.014646;0.003717;0.003625;0.190435;0.258002;0;2.253888;206
white;7.5000000000;0.2800000000;0.3400000000;4.2000000000;0.0280000000;36.0000000000;116.0000000000;0.9910000000;2.9900000000;0.4100000000;12.3000000000;8;0.885453;0.175474;0.066641;0.228502;0.500499;0.179675;0.002640;0.003717;0.070947;0.228089;0.172229;0;2.513866;331
white;7.2000000000;0.3400000000;0.4400000000;4.2000000000;0.0470000000;51.0000000000;144.0000000000;0.9910000000;3.0100000000;0.7600000000;12.3000000000;6;0.055700;0.001209;0.380359;0.228502;0.161552;0.671207;0.244657;0.003717;0.064732;0.430858;0.172229;0;2.414722;278
white;7.3000000000;0.3000000000;0.3400000000;2.7000000000;0.0440000000;34.0000000000;108.0000000000;0.9910500000;3.3600000000;0.5300000000;12.8000000000;8;0.258017;0.116579;0.066641;0.504037;0.215070;0.114138;0.066506;0.003667;0.044019;0.002164;0.219881;0;1.610719;15
white;7.3000000000;0.2400000000;0.3000000000;2.5000000000;0.0420000000;31.0000000000;104.0000000000;0.9911000000;3.0500000000;0.5600000000;11.3000000000;7;0.258017;0.293263;0.058845;0.540775;0.250749;0.015831;0.101080;0.003616;0.052304;0.054316;0.076926;0;1.705722;30
white;6.8000000000;0.3500000000;0.3200000000;2.4000000000;0.0480000000;35.0000000000;103.0000000000;0.9911000000;3.2800000000;0.4600000000;12.0000000000;8;1.310572;0.030657;0.003897;0.559144;0.143713;0.146906;0.109724;0.003616;0.019161;0.133954;0.143638;0;2.604982;406
white;7.1000000000;0.2100000000;0.3300000000;1.2000000000;0.0390000000;34.0000000000;97.0000000000;0.9911200000;3.1100000000;0.7500000000;11.2000000000;6;0.369418;0.381605;0.035269;0.779572;0.304267;0.114138;0.161584;0.003596;0.033660;0.412031;0.067396;0;2.662536;440
white;7.0000000000;0.2300000000;0.3500000000;1.4000000000;0.0360000000;31.0000000000;113.0000000000;0.9912000000;3.1600000000;0.4800000000;10.8000000000;7;0.683136;0.322711;0.098013;0.742834;0.357785;0.015831;0.023289;0.003516;0.018124;0.096299;0.029274;0;2.390812;269
white;7.4000000000;0.2000000000;0.3100000000;1.6000000000;0.0380000000;34.0000000000;116.0000000000;0.9912000000;3.2500000000;0.3900000000;12.0000000000;7;0.571735;0.411053;0.027473;0.706096;0.322106;0.114138;0.002640;0.003516;0.009839;0.265743;0.143638;0;2.577977;382
white;7.1000000000;0.3300000000;0.3000000000;3.3000000000;0.0340000000;30.0000000000;102.0000000000;0.9912000000;3.0800000000;0.3100000000;12.3000000000;7;0.369418;0.028237;0.058845;0.393823;0.393463;0.016937;0.118367;0.003516;0.042982;0.416360;0.172229;0;2.014177;109
white;7.2000000000;0.2800000000;0.3800000000;2.0000000000;0.0520000000;23.0000000000;156.0000000000;0.9912000000;3.1300000000;0.5200000000;11.1000000000;5;0.055700;0.175474;0.192128;0.632620;0.072356;0.246318;0.348378;0.003516;0.027446;0.020991;0.057865;0;1.832792;56
white;7.5000000000;0.2100000000;0.2900000000;1.5000000000;0.0460000000;35.0000000000;107.0000000000;0.9912300000;3.1500000000;0.4500000000;11.3000000000;6;0.885453;0.381605;0.090217;0.724465;0.179392;0.146906;0.075150;0.003486;0.021232;0.152781;0.076926;0;2.737613;492
white;6.9000000000;0.4400000000;0.2700000000;5.0000000000;0.0380000000;33.0000000000;166.0000000000;0.9912400000;3.2000000000;0.4200000000;12.2000000000;6;0.996854;0.295683;0.152961;0.081550;0.322106;0.081369;0.434813;0.003476;0.005696;0.209262;0.162699;0;2.746469;498
white;7.1000000000;0.4300000000;0.3000000000;6.6000000000;0.0250000000;15.0000000000;138.0000000000;0.9912600000;3.1800000000;0.4600000000;12.6000000000;6;0.369418;0.266235;0.058845;0.212353;0.554017;0.508468;0.192796;0.003456;0.011910;0.133954;0.200820;0;2.512272;327
white;7.4000000000;0.3300000000;0.2600000000;2.6000000000;0.0400000000;29.0000000000;115.0000000000;0.9913000000;3.0700000000;0.5200000000;11.8000000000;7;0.571735;0.028237;0.184333;0.522406;0.286427;0.049705;0.006002;0.003415;0.046089;0.020991;0.124577;0;1.843917;57
white;6.9000000000;0.3500000000;0.3900000000;2.4000000000;0.0480000000;25.0000000000;157.0000000000;0.9913300000;3.2000000000;0.5400000000;11.1000000000;7;0.996854;0.030657;0.223500;0.559144;0.143713;0.180780;0.357022;0.003385;0.005696;0.016662;0.057865;0;2.575278;380
white;7.4000000000;0.1600000000;0.3200000000;1.4000000000;0.0650000000;23.0000000000;140.0000000000;0.9913400000;3.0600000000;0.4700000000;11.4000000000;6;0.571735;0.528842;0.003897;0.742834;0.159554;0.246318;0.210083;0.003375;0.049196;0.115126;0.086456;0;2.717416;484
white;7.5000000000;0.2200000000;0.3200000000;2.4000000000;0.0450000000;29.0000000000;100.0000000000;0.9913500000;3.0800000000;0.6000000000;11.3000000000;7;0.885453;0.352158;0.003897;0.559144;0.197231;0.049705;0.135654;0.003365;0.042982;0.129625;0.076926;0;2.436140;291
white;7.3000000000;0.2300000000;0.2700000000;2.6000000000;0.0350000000;39.0000000000;120.0000000000;0.9913800000;3.0400000000;0.5900000000;11.3000000000;7;0.258017;0.322711;0.152961;0.522406;0.375624;0.277981;0.037214;0.003335;0.055411;0.110798;0.076926;0;2.193384;180
white;7.4000000000;0.2500000000;0.3700000000;2.6000000000;0.0500000000;24.0000000000;132.0000000000;0.9913800000;3.0400000000;0.5300000000;11.2000000000;6;0.571735;0.263816;0.160756;0.522406;0.108034;0.213549;0.140935;0.003335;0.055411;0.002164;0.067396;0;2.109537;144
