type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rnum
red;8.3000000000;0.6550000000;0.1200000000;2.3000000000;0.0830000000;15.0000000000;113.0000000000;0.9966000000;3.1700000000;0.6600000000;9.8000000000;5;33
red;6.9000000000;0.6050000000;0.1200000000;10.7000000000;0.0730000000;40.0000000000;83.0000000000;0.9993000000;3.4500000000;0.5200000000;9.4000000000;6;34
red;5.2000000000;0.3200000000;0.2500000000;1.8000000000;0.1030000000;13.0000000000;50.0000000000;0.9957000000;3.3800000000;0.5500000000;9.2000000000;5;35
red;7.8000000000;0.6450000000;0.0000000000;5.5000000000;0.0860000000;5.0000000000;18.0000000000;0.9986000000;3.4000000000;0.5500000000;9.6000000000;6;36
red;7.8000000000;0.6000000000;0.1400000000;2.4000000000;0.0860000000;3.0000000000;15.0000000000;0.9975000000;3.4200000000;0.6000000000;10.8000000000;6;37
red;8.1000000000;0.3800000000;0.2800000000;2.1000000000;0.0660000000;13.0000000000;30.0000000000;0.9968000000;3.2300000000;0.7300000000;9.7000000000;7;38
red;5.7000000000;1.1300000000;0.0900000000;1.5000000000;0.1720000000;7.0000000000;19.0000000000;0.9940000000;3.5000000000;0.4800000000;9.8000000000;4;39
red;7.3000000000;0.4500000000;0.3600000000;5.9000000000;0.0740000000;12.0000000000;87.0000000000;0.9978000000;3.3300000000;0.8300000000;10.5000000000;5;40
red;7.3000000000;0.4500000000;0.3600000000;5.9000000000;0.0740000000;12.0000000000;87.0000000000;0.9978000000;3.3300000000;0.8300000000;10.5000000000;5;41
red;8.8000000000;0.6100000000;0.3000000000;2.8000000000;0.0880000000;17.0000000000;46.0000000000;0.9976000000;3.2600000000;0.5100000000;9.3000000000;4;42
red;7.5000000000;0.4900000000;0.2000000000;2.6000000000;0.3320000000;8.0000000000;14.0000000000;0.9968000000;3.2100000000;0.9000000000;10.5000000000;6;43
red;8.1000000000;0.6600000000;0.2200000000;2.2000000000;0.0690000000;9.0000000000;23.0000000000;0.9968000000;3.3000000000;1.2000000000;10.3000000000;5;44
red;6.8000000000;0.6700000000;0.0200000000;1.8000000000;0.0500000000;5.0000000000;11.0000000000;0.9962000000;3.4800000000;0.5200000000;9.5000000000;5;45
red;4.6000000000;0.5200000000;0.1500000000;2.1000000000;0.0540000000;8.0000000000;65.0000000000;0.9934000000;3.9000000000;0.5600000000;13.1000000000;4;46
red;7.7000000000;0.9350000000;0.4300000000;2.2000000000;0.1140000000;22.0000000000;114.0000000000;0.9970000000;3.2500000000;0.7300000000;9.2000000000;5;47
red;8.7000000000;0.2900000000;0.5200000000;1.6000000000;0.1130000000;12.0000000000;37.0000000000;0.9969000000;3.2500000000;0.5800000000;9.5000000000;5;48
red;6.4000000000;0.4000000000;0.2300000000;1.6000000000;0.0660000000;5.0000000000;12.0000000000;0.9958000000;3.3400000000;0.5600000000;9.2000000000;5;49
red;5.6000000000;0.3100000000;0.3700000000;1.4000000000;0.0740000000;12.0000000000;96.0000000000;0.9954000000;3.3200000000;0.5800000000;9.2000000000;5;50
red;8.8000000000;0.6600000000;0.2600000000;1.7000000000;0.0740000000;4.0000000000;23.0000000000;0.9971000000;3.1500000000;0.7400000000;9.2000000000;5;51
red;6.6000000000;0.5200000000;0.0400000000;2.2000000000;0.0690000000;8.0000000000;15.0000000000;0.9956000000;3.4000000000;0.6300000000;9.4000000000;6;52
red;6.6000000000;0.5000000000;0.0400000000;2.1000000000;0.0680000000;6.0000000000;14.0000000000;0.9955000000;3.3900000000;0.6400000000;9.4000000000;6;53
red;8.6000000000;0.3800000000;0.3600000000;3.0000000000;0.0810000000;30.0000000000;119.0000000000;0.9970000000;3.2000000000;0.5600000000;9.4000000000;5;54
red;7.6000000000;0.5100000000;0.1500000000;2.8000000000;0.1100000000;33.0000000000;73.0000000000;0.9955000000;3.1700000000;0.6300000000;10.2000000000;6;55
red;7.7000000000;0.6200000000;0.0400000000;3.8000000000;0.0840000000;25.0000000000;45.0000000000;0.9978000000;3.3400000000;0.5300000000;9.5000000000;5;56
red;10.2000000000;0.4200000000;0.5700000000;3.4000000000;0.0700000000;4.0000000000;10.0000000000;0.9971000000;3.0400000000;0.6300000000;9.6000000000;5;57
red;7.5000000000;0.6300000000;0.1200000000;5.1000000000;0.1110000000;50.0000000000;110.0000000000;0.9983000000;3.2600000000;0.7700000000;9.4000000000;5;58
red;7.8000000000;0.5900000000;0.1800000000;2.3000000000;0.0760000000;17.0000000000;54.0000000000;0.9975000000;3.4300000000;0.5900000000;10.0000000000;5;59
red;7.3000000000;0.3900000000;0.3100000000;2.4000000000;0.0740000000;9.0000000000;46.0000000000;0.9962000000;3.4100000000;0.5400000000;9.4000000000;6;60
red;8.8000000000;0.4000000000;0.4000000000;2.2000000000;0.0790000000;19.0000000000;52.0000000000;0.9980000000;3.4400000000;0.6400000000;9.2000000000;5;61
red;7.7000000000;0.6900000000;0.4900000000;1.8000000000;0.1150000000;20.0000000000;112.0000000000;0.9968000000;3.2100000000;0.7100000000;9.3000000000;5;62
red;7.5000000000;0.5200000000;0.1600000000;1.9000000000;0.0850000000;12.0000000000;35.0000000000;0.9968000000;3.3800000000;0.6200000000;9.5000000000;7;63
red;7.0000000000;0.7350000000;0.0500000000;2.0000000000;0.0810000000;13.0000000000;54.0000000000;0.9966000000;3.3900000000;0.5700000000;9.8000000000;5;64
red;7.2000000000;0.7250000000;0.0500000000;4.6500000000;0.0860000000;4.0000000000;11.0000000000;0.9962000000;3.4100000000;0.3900000000;10.9000000000;5;65
red;7.2000000000;0.7250000000;0.0500000000;4.6500000000;0.0860000000;4.0000000000;11.0000000000;0.9962000000;3.4100000000;0.3900000000;10.9000000000;5;66
red;7.5000000000;0.5200000000;0.1100000000;1.5000000000;0.0790000000;11.0000000000;39.0000000000;0.9968000000;3.4200000000;0.5800000000;9.6000000000;5;67
red;6.6000000000;0.7050000000;0.0700000000;1.6000000000;0.0760000000;6.0000000000;15.0000000000;0.9962000000;3.4400000000;0.5800000000;10.7000000000;5;68
red;9.3000000000;0.3200000000;0.5700000000;2.0000000000;0.0740000000;27.0000000000;65.0000000000;0.9969000000;3.2800000000;0.7900000000;10.7000000000;5;69
red;8.0000000000;0.7050000000;0.0500000000;1.9000000000;0.0740000000;8.0000000000;19.0000000000;0.9962000000;3.3400000000;0.9500000000;10.5000000000;6;70
red;7.7000000000;0.6300000000;0.0800000000;1.9000000000;0.0760000000;15.0000000000;27.0000000000;0.9967000000;3.3200000000;0.5400000000;9.5000000000;6;71
red;7.7000000000;0.6700000000;0.2300000000;2.1000000000;0.0880000000;17.0000000000;96.0000000000;0.9962000000;3.3200000000;0.4800000000;9.5000000000;5;72
red;7.7000000000;0.6900000000;0.2200000000;1.9000000000;0.0840000000;18.0000000000;94.0000000000;0.9961000000;3.3100000000;0.4800000000;9.5000000000;5;73
red;8.3000000000;0.6750000000;0.2600000000;2.1000000000;0.0840000000;11.0000000000;43.0000000000;0.9976000000;3.3100000000;0.5300000000;9.2000000000;4;74
red;9.7000000000;0.3200000000;0.5400000000;2.5000000000;0.0940000000;28.0000000000;83.0000000000;0.9984000000;3.2800000000;0.8200000000;9.6000000000;5;75
red;8.8000000000;0.4100000000;0.6400000000;2.2000000000;0.0930000000;9.0000000000;42.0000000000;0.9986000000;3.5400000000;0.6600000000;10.5000000000;5;76
red;8.8000000000;0.4100000000;0.6400000000;2.2000000000;0.0930000000;9.0000000000;42.0000000000;0.9986000000;3.5400000000;0.6600000000;10.5000000000;5;77
red;6.8000000000;0.7850000000;0.0000000000;2.4000000000;0.1040000000;14.0000000000;30.0000000000;0.9966000000;3.5200000000;0.5500000000;10.7000000000;6;78
red;6.7000000000;0.7500000000;0.1200000000;2.0000000000;0.0860000000;12.0000000000;80.0000000000;0.9958000000;3.3800000000;0.5200000000;10.1000000000;5;79
red;8.3000000000;0.6250000000;0.2000000000;1.5000000000;0.0800000000;27.0000000000;119.0000000000;0.9972000000;3.1600000000;1.1200000000;9.1000000000;4;80
red;6.2000000000;0.4500000000;0.2000000000;1.6000000000;0.0690000000;3.0000000000;15.0000000000;0.9958000000;3.4100000000;0.5600000000;9.2000000000;5;81
red;7.8000000000;0.4300000000;0.7000000000;1.9000000000;0.4640000000;22.0000000000;67.0000000000;0.9974000000;3.1300000000;1.2800000000;9.4000000000;5;82
red;7.4000000000;0.5000000000;0.4700000000;2.0000000000;0.0860000000;21.0000000000;73.0000000000;0.9970000000;3.3600000000;0.5700000000;9.1000000000;5;83
red;7.3000000000;0.6700000000;0.2600000000;1.8000000000;0.4010000000;16.0000000000;51.0000000000;0.9969000000;3.1600000000;1.1400000000;9.4000000000;5;84
red;6.3000000000;0.3000000000;0.4800000000;1.8000000000;0.0690000000;18.0000000000;61.0000000000;0.9959000000;3.4400000000;0.7800000000;10.3000000000;6;85
red;6.9000000000;0.5500000000;0.1500000000;2.2000000000;0.0760000000;19.0000000000;40.0000000000;0.9961000000;3.4100000000;0.5900000000;10.1000000000;5;86
red;8.6000000000;0.4900000000;0.2800000000;1.9000000000;0.1100000000;20.0000000000;136.0000000000;0.9972000000;2.9300000000;1.9500000000;9.9000000000;6;87
red;7.7000000000;0.4900000000;0.2600000000;1.9000000000;0.0620000000;9.0000000000;31.0000000000;0.9966000000;3.3900000000;0.6400000000;9.6000000000;5;88
red;9.3000000000;0.3900000000;0.4400000000;2.1000000000;0.1070000000;34.0000000000;125.0000000000;0.9978000000;3.1400000000;1.2200000000;9.5000000000;5;89
red;7.0000000000;0.6200000000;0.0800000000;1.8000000000;0.0760000000;8.0000000000;24.0000000000;0.9978000000;3.4800000000;0.5300000000;9.0000000000;5;90
red;7.9000000000;0.5200000000;0.2600000000;1.9000000000;0.0790000000;42.0000000000;140.0000000000;0.9964000000;3.2300000000;0.5400000000;9.5000000000;5;91
red;8.6000000000;0.4900000000;0.2800000000;1.9000000000;0.1100000000;20.0000000000;136.0000000000;0.9972000000;2.9300000000;1.9500000000;9.9000000000;6;92
red;8.6000000000;0.4900000000;0.2900000000;2.0000000000;0.1100000000;19.0000000000;133.0000000000;0.9972000000;2.9300000000;1.9800000000;9.8000000000;5;93
red;7.7000000000;0.4900000000;0.2600000000;1.9000000000;0.0620000000;9.0000000000;31.0000000000;0.9966000000;3.3900000000;0.6400000000;9.6000000000;5;94
red;5.0000000000;1.0200000000;0.0400000000;1.4000000000;0.0450000000;41.0000000000;85.0000000000;0.9938000000;3.7500000000;0.4800000000;10.5000000000;4;95
red;4.7000000000;0.6000000000;0.1700000000;2.3000000000;0.0580000000;17.0000000000;106.0000000000;0.9932000000;3.8500000000;0.6000000000;12.9000000000;6;96
red;6.8000000000;0.7750000000;0.0000000000;3.0000000000;0.1020000000;8.0000000000;23.0000000000;0.9965000000;3.4500000000;0.5600000000;10.7000000000;5;97
red;7.0000000000;0.5000000000;0.2500000000;2.0000000000;0.0700000000;3.0000000000;22.0000000000;0.9963000000;3.2500000000;0.6300000000;9.2000000000;5;98
red;7.6000000000;0.9000000000;0.0600000000;2.5000000000;0.0790000000;5.0000000000;10.0000000000;0.9967000000;3.3900000000;0.5600000000;9.8000000000;5;99
red;8.1000000000;0.5450000000;0.1800000000;1.9000000000;0.0800000000;13.0000000000;35.0000000000;0.9972000000;3.3000000000;0.5900000000;9.0000000000;6;100
red;8.3000000000;0.6100000000;0.3000000000;2.1000000000;0.0840000000;11.0000000000;50.0000000000;0.9972000000;3.4000000000;0.6100000000;10.2000000000;6;101
red;7.8000000000;0.5000000000;0.3000000000;1.9000000000;0.0750000000;8.0000000000;22.0000000000;0.9959000000;3.3100000000;0.5600000000;10.4000000000;6;102
red;8.1000000000;0.5450000000;0.1800000000;1.9000000000;0.0800000000;13.0000000000;35.0000000000;0.9972000000;3.3000000000;0.5900000000;9.0000000000;6;103
red;8.1000000000;0.5750000000;0.2200000000;2.1000000000;0.0770000000;12.0000000000;65.0000000000;0.9967000000;3.2900000000;0.5100000000;9.2000000000;5;104
red;7.2000000000;0.4900000000;0.2400000000;2.2000000000;0.0700000000;5.0000000000;36.0000000000;0.9960000000;3.3300000000;0.4800000000;9.4000000000;5;105
red;8.1000000000;0.5750000000;0.2200000000;2.1000000000;0.0770000000;12.0000000000;65.0000000000;0.9967000000;3.2900000000;0.5100000000;9.2000000000;5;106
red;7.8000000000;0.4100000000;0.6800000000;1.7000000000;0.4670000000;18.0000000000;69.0000000000;0.9973000000;3.0800000000;1.3100000000;9.3000000000;5;107
red;6.2000000000;0.6300000000;0.3100000000;1.7000000000;0.0880000000;15.0000000000;64.0000000000;0.9969000000;3.4600000000;0.7900000000;9.3000000000;5;108
red;8.0000000000;0.3300000000;0.5300000000;2.5000000000;0.0910000000;18.0000000000;80.0000000000;0.9976000000;3.3700000000;0.8000000000;9.6000000000;6;109
red;8.1000000000;0.7850000000;0.5200000000;2.0000000000;0.1220000000;37.0000000000;153.0000000000;0.9969000000;3.2100000000;0.6900000000;9.3000000000;5;110
red;7.8000000000;0.5600000000;0.1900000000;1.8000000000;0.1040000000;12.0000000000;47.0000000000;0.9964000000;3.1900000000;0.9300000000;9.5000000000;5;111
red;8.4000000000;0.6200000000;0.0900000000;2.2000000000;0.0840000000;11.0000000000;108.0000000000;0.9964000000;3.1500000000;0.6600000000;9.8000000000;5;112
red;8.4000000000;0.6000000000;0.1000000000;2.2000000000;0.0850000000;14.0000000000;111.0000000000;0.9964000000;3.1500000000;0.6600000000;9.8000000000;5;113
red;10.1000000000;0.3100000000;0.4400000000;2.3000000000;0.0800000000;22.0000000000;46.0000000000;0.9988000000;3.3200000000;0.6700000000;9.7000000000;6;114
red;7.8000000000;0.5600000000;0.1900000000;1.8000000000;0.1040000000;12.0000000000;47.0000000000;0.9964000000;3.1900000000;0.9300000000;9.5000000000;5;115
red;9.4000000000;0.4000000000;0.3100000000;2.2000000000;0.0900000000;13.0000000000;62.0000000000;0.9966000000;3.0700000000;0.6300000000;10.5000000000;6;116
red;8.3000000000;0.5400000000;0.2800000000;1.9000000000;0.0770000000;11.0000000000;40.0000000000;0.9978000000;3.3900000000;0.6100000000;10.0000000000;6;117
red;7.8000000000;0.5600000000;0.1200000000;2.0000000000;0.0820000000;7.0000000000;28.0000000000;0.9970000000;3.3700000000;0.5000000000;9.4000000000;6;118
red;8.8000000000;0.5500000000;0.0400000000;2.2000000000;0.1190000000;14.0000000000;56.0000000000;0.9962000000;3.2100000000;0.6000000000;10.9000000000;6;119
red;7.0000000000;0.6900000000;0.0800000000;1.8000000000;0.0970000000;22.0000000000;89.0000000000;0.9959000000;3.3400000000;0.5400000000;9.2000000000;6;120
red;7.3000000000;1.0700000000;0.0900000000;1.7000000000;0.1780000000;10.0000000000;89.0000000000;0.9962000000;3.3000000000;0.5700000000;9.0000000000;5;121
red;8.8000000000;0.5500000000;0.0400000000;2.2000000000;0.1190000000;14.0000000000;56.0000000000;0.9962000000;3.2100000000;0.6000000000;10.9000000000;6;122
red;7.3000000000;0.6950000000;0.0000000000;2.5000000000;0.0750000000;3.0000000000;13.0000000000;0.9980000000;3.4900000000;0.5200000000;9.2000000000;5;123
red;8.0000000000;0.7100000000;0.0000000000;2.6000000000;0.0800000000;11.0000000000;34.0000000000;0.9976000000;3.4400000000;0.5300000000;9.5000000000;5;124
red;7.8000000000;0.5000000000;0.1700000000;1.6000000000;0.0820000000;21.0000000000;102.0000000000;0.9960000000;3.3900000000;0.4800000000;9.5000000000;5;125
red;9.0000000000;0.6200000000;0.0400000000;1.9000000000;0.1460000000;27.0000000000;90.0000000000;0.9984000000;3.1600000000;0.7000000000;9.4000000000;5;126
red;8.2000000000;1.3300000000;0.0000000000;1.7000000000;0.0810000000;3.0000000000;12.0000000000;0.9964000000;3.5300000000;0.4900000000;10.9000000000;5;127
red;8.1000000000;1.3300000000;0.0000000000;1.8000000000;0.0820000000;3.0000000000;12.0000000000;0.9964000000;3.5400000000;0.4800000000;10.9000000000;5;128
red;8.0000000000;0.5900000000;0.1600000000;1.8000000000;0.0650000000;3.0000000000;16.0000000000;0.9962000000;3.4200000000;0.9200000000;10.5000000000;7;129
red;6.1000000000;0.3800000000;0.1500000000;1.8000000000;0.0720000000;6.0000000000;19.0000000000;0.9955000000;3.4200000000;0.5700000000;9.4000000000;5;130
red;8.0000000000;0.7450000000;0.5600000000;2.0000000000;0.1180000000;30.0000000000;134.0000000000;0.9968000000;3.2400000000;0.6600000000;9.4000000000;5;131
red;5.6000000000;0.5000000000;0.0900000000;2.3000000000;0.0490000000;17.0000000000;99.0000000000;0.9937000000;3.6300000000;0.6300000000;13.0000000000;5;132
red;5.6000000000;0.5000000000;0.0900000000;2.3000000000;0.0490000000;17.0000000000;99.0000000000;0.9937000000;3.6300000000;0.6300000000;13.0000000000;5;133
red;6.6000000000;0.5000000000;0.0100000000;1.5000000000;0.0600000000;17.0000000000;26.0000000000;0.9952000000;3.4000000000;0.5800000000;9.8000000000;6;134
red;7.9000000000;1.0400000000;0.0500000000;2.2000000000;0.0840000000;13.0000000000;29.0000000000;0.9959000000;3.2200000000;0.5500000000;9.9000000000;6;135
red;8.4000000000;0.7450000000;0.1100000000;1.9000000000;0.0900000000;16.0000000000;63.0000000000;0.9965000000;3.1900000000;0.8200000000;9.6000000000;5;136
red;8.3000000000;0.7150000000;0.1500000000;1.8000000000;0.0890000000;10.0000000000;52.0000000000;0.9968000000;3.2300000000;0.7700000000;9.5000000000;5;137
red;7.2000000000;0.4150000000;0.3600000000;2.0000000000;0.0810000000;13.0000000000;45.0000000000;0.9972000000;3.4800000000;0.6400000000;9.2000000000;5;138
red;7.8000000000;0.5600000000;0.1900000000;2.1000000000;0.0810000000;15.0000000000;105.0000000000;0.9962000000;3.3300000000;0.5400000000;9.5000000000;5;139
red;7.8000000000;0.5600000000;0.1900000000;2.0000000000;0.0810000000;17.0000000000;108.0000000000;0.9962000000;3.3200000000;0.5400000000;9.5000000000;5;140
red;8.4000000000;0.7450000000;0.1100000000;1.9000000000;0.0900000000;16.0000000000;63.0000000000;0.9965000000;3.1900000000;0.8200000000;9.6000000000;5;141
red;8.3000000000;0.7150000000;0.1500000000;1.8000000000;0.0890000000;10.0000000000;52.0000000000;0.9968000000;3.2300000000;0.7700000000;9.5000000000;5;142
red;5.2000000000;0.3400000000;0.0000000000;1.8000000000;0.0500000000;27.0000000000;63.0000000000;0.9916000000;3.6800000000;0.7900000000;14.0000000000;6;143
red;6.3000000000;0.3900000000;0.0800000000;1.7000000000;0.0660000000;3.0000000000;20.0000000000;0.9954000000;3.3400000000;0.5800000000;9.4000000000;5;144
red;5.2000000000;0.3400000000;0.0000000000;1.8000000000;0.0500000000;27.0000000000;63.0000000000;0.9916000000;3.6800000000;0.7900000000;14.0000000000;6;145
red;8.1000000000;0.6700000000;0.5500000000;1.8000000000;0.1170000000;32.0000000000;141.0000000000;0.9968000000;3.1700000000;0.6200000000;9.4000000000;5;146
red;5.8000000000;0.6800000000;0.0200000000;1.8000000000;0.0870000000;21.0000000000;94.0000000000;0.9944000000;3.5400000000;0.5200000000;10.0000000000;5;147
red;7.6000000000;0.4900000000;0.2600000000;1.6000000000;0.2360000000;10.0000000000;88.0000000000;0.9968000000;3.1100000000;0.8000000000;9.3000000000;5;148
red;6.9000000000;0.4900000000;0.1000000000;2.3000000000;0.0740000000;12.0000000000;30.0000000000;0.9959000000;3.4200000000;0.5800000000;10.2000000000;6;149
red;8.2000000000;0.4000000000;0.4400000000;2.8000000000;0.0890000000;11.0000000000;43.0000000000;0.9975000000;3.5300000000;0.6100000000;10.5000000000;6;150
red;7.3000000000;0.3300000000;0.4700000000;2.1000000000;0.0770000000;5.0000000000;11.0000000000;0.9958000000;3.3300000000;0.5300000000;10.3000000000;6;151
red;9.2000000000;0.5200000000;1.0000000000;3.4000000000;0.6100000000;32.0000000000;69.0000000000;0.9996000000;2.7400000000;2.0000000000;9.4000000000;4;152
red;7.5000000000;0.6000000000;0.0300000000;1.8000000000;0.0950000000;25.0000000000;99.0000000000;0.9950000000;3.3500000000;0.5400000000;10.1000000000;5;153
red;7.5000000000;0.6000000000;0.0300000000;1.8000000000;0.0950000000;25.0000000000;99.0000000000;0.9950000000;3.3500000000;0.5400000000;10.1000000000;5;154
red;7.1000000000;0.4300000000;0.4200000000;5.5000000000;0.0700000000;29.0000000000;129.0000000000;0.9973000000;3.4200000000;0.7200000000;10.5000000000;5;155
red;7.1000000000;0.4300000000;0.4200000000;5.5000000000;0.0710000000;28.0000000000;128.0000000000;0.9973000000;3.4200000000;0.7100000000;10.5000000000;5;156
red;7.1000000000;0.4300000000;0.4200000000;5.5000000000;0.0700000000;29.0000000000;129.0000000000;0.9973000000;3.4200000000;0.7200000000;10.5000000000;5;157
red;7.1000000000;0.4300000000;0.4200000000;5.5000000000;0.0710000000;28.0000000000;128.0000000000;0.9973000000;3.4200000000;0.7100000000;10.5000000000;5;158
red;7.1000000000;0.6800000000;0.0000000000;2.2000000000;0.0730000000;12.0000000000;22.0000000000;0.9969000000;3.4800000000;0.5000000000;9.3000000000;5;159
red;6.8000000000;0.6000000000;0.1800000000;1.9000000000;0.0790000000;18.0000000000;86.0000000000;0.9968000000;3.5900000000;0.5700000000;9.3000000000;6;160
red;7.6000000000;0.9500000000;0.0300000000;2.0000000000;0.0900000000;7.0000000000;20.0000000000;0.9959000000;3.2000000000;0.5600000000;9.6000000000;5;161
red;7.6000000000;0.6800000000;0.0200000000;1.3000000000;0.0720000000;9.0000000000;20.0000000000;0.9965000000;3.1700000000;1.0800000000;9.2000000000;4;162
red;7.8000000000;0.5300000000;0.0400000000;1.7000000000;0.0760000000;17.0000000000;31.0000000000;0.9964000000;3.3300000000;0.5600000000;10.0000000000;6;163
red;7.4000000000;0.6000000000;0.2600000000;7.3000000000;0.0700000000;36.0000000000;121.0000000000;0.9982000000;3.3700000000;0.4900000000;9.4000000000;5;164
red;7.3000000000;0.5900000000;0.2600000000;7.2000000000;0.0700000000;35.0000000000;121.0000000000;0.9981000000;3.3700000000;0.4900000000;9.4000000000;5;165
red;7.8000000000;0.6300000000;0.4800000000;1.7000000000;0.1000000000;14.0000000000;96.0000000000;0.9961000000;3.1900000000;0.6200000000;9.5000000000;5;166
