type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum
red;4.31427091903754;0.754511088169996;0.204553087150583;1.6167858213786;0.109304128580336;30.7494243419362;100.038201715496;0.513119792112721;2.01230900239087;0.614264647205094;11.8096532095538;5;1.512889;0.590156;0.184333;0.650989;0.587697;0.246318;0.270587;0.001671;0.012947;0.110798;0.075558;0;4.243943;219
white;4.92901555128281;0.253524154328519;0.304321373914451;3.63222168930091;0.0410453901008899;22.6360858026079;132.643241990546;0.513925399285195;3.54321316757779;0.362626894086165;8.9643915893479;4;0.369418;0.381605;0.121589;0.504037;0.393463;0.246318;0.040576;0.000651;0.040911;0.204933;0.027907;0;2.331408;237
white;7.10959335614586;0.494099233255294;0.306610359273937;6.15281954652757;0.0127828742657581;52.8285141428041;76.612240917961;0.515171430601083;4.42484538669598;0.345590285997755;15.8525100229344;7;0.369418;0.060104;0.160756;0.118288;0.661053;0.277981;0.014646;0.004360;0.042982;0.077472;0.210350;0;1.997410;104
white;8.1182407264776;0.245791735927391;0.322581978794976;7.34046116465703;0.0727775969759341;45.9749227840056;116.994211827856;0.519003334138846;3.71696818640886;0.395007138367585;7.10014761724547;6;0.258017;0.234369;0.058845;0.708315;0.108034;0.146906;0.331091;0.001118;0.002588;0.058645;0.008846;0;1.916774;73
white;10.3570423324972;0.607981610640393;0.483456079939745;7.93104676064779;0.0637859817578368;16.6468795457216;126.658933497591;0.52130595911252;2.67569395527521;0.511773749979658;10.116065759661;7;0.258017;0.236788;0.192128;0.249091;0.197231;0.049705;0.054501;0.002209;0.008803;0.303397;0.200820;0;1.752690;38
red;9.71884499026746;0.252564785938755;0.153616507199733;3.01873053977984;0.0907064372962905;14.0014294916523;51.3908596847175;0.525256067249582;3.43989581766638;0.812822345618567;8.19301079691501;6;1.199171;0.207341;0.560794;0.448930;0.552019;0.311855;0.628331;0.001711;0.031590;0.073143;0.000683;0;4.015568;181
white;8.01847975118035;0.220228853904653;0.189229649401676;9.98917205497732;0.0560740102612346;14.8348024212118;116.421051869087;0.525521386278263;3.92241059422291;0.545209874375766;11.3984944193505;6;0.683136;0.087132;0.184333;0.359305;0.230911;0.082474;0.382952;0.000706;0.027446;0.133954;0.066028;0;2.238377;196
red;9.9695745397492;0.409950990443889;0.43807505611293;2.02429963975605;0.05832538689125;25.8582329839282;57.2984441379616;0.527656076045673;4.69416703686898;1.21008978437327;8.52574783102854;7;0.055700;0.060104;0.443103;0.614251;0.320108;0.213549;0.619688;0.000645;0.056447;0.600302;0.048335;0;3.032232;53
white;8.46397648462173;0.0647345393842353;0.375132944022457;2.81425508898108;0.0414929306730203;27.8996777476068;92.4986592593748;0.529361792737874;3.18608547458701;0.466181969966287;7.11688156540206;6;0.996854;0.661355;0.098013;0.008074;0.143713;0.179675;0.066506;0.000801;0.031590;0.209262;0.027907;0;2.423750;283
white;7.20227026960378;0.283914913684322;0.205499576018122;2.45071143063166;0.0384956492837509;10.4005078860123;86.0687321868691;0.531236323610604;3.66222661999939;0.738836229624034;14.8343173151106;7;0.055700;0.028237;0.309820;0.173395;0.446981;0.672312;0.369027;0.003958;0.077161;0.020991;0.162699;0;2.320281;230
red;3.91631188867053;0.652525552593916;0.0423704083320054;0.817974704248881;0.069569914618944;13.7247855462231;46.0794033258994;0.531879443045874;3.01240033148618;0.60982111575391;6.65226086926539;4;0.258017;0.619603;0.905884;0.706096;0.284429;0.442930;0.636974;0.000907;0.047126;0.096299;0.142271;0;4.140536;200
red;4.13743177401092;0.278998546536076;0.571712687913963;2.34618198789464;0.0688202964637418;15.1854456383972;82.0648838317205;0.542713638738898;3.77699237250288;0.490821718493479;9.82455237678908;6;0.571735;0.089551;0.348987;0.522406;0.462822;0.410162;0.291236;0.002395;0.034697;0.280241;0.075558;0;3.089790;56
white;8.91643121912385;0.173921973113677;0.403910226085262;1.38042943611772;0.0357824559159835;24.1188117243425;71.4249677318414;0.542788793019638;2.47392065806482;0.678335732348103;15.4278222195504;5;0.055700;0.440500;0.223500;0.779572;0.357785;0.048600;0.265306;0.002913;0.018124;0.058645;0.000683;0;2.251328;203
white;4.52099598687224;0.321531914058553;0.45417285950454;1.34728549422422;0.0469428079095836;47.0579546066197;185.369927578664;0.549809222261167;3.47530535127939;0.758676344129046;13.774578676106;6;0.258017;0.234369;0.027473;0.706096;0.286427;0.277981;0.495317;0.002913;0.008803;0.039818;0.086456;0;2.423670;282
white;5.05860514704889;0.237216704184657;0.173984507253028;15.7206271050378;0.0332960930744132;29.7021457575999;134.563049455101;0.552780504649373;2.43414582757565;0.215703289638812;10.7783532079602;6;0.055700;0.381605;0.027473;0.928743;0.375624;0.179675;0.054501;0.000082;0.030553;0.246916;0.010214;0;2.291086;214
red;3.98412582655929;0.724263306581705;0.0198018517036592;2.87961580110055;0.0565289604925637;13.3216198697791;75.0779395221466;0.553271154237368;3.77327408271519;0.638536403894171;5.63691702054832;6;0.369418;0.796287;0.937256;0.540775;0.444983;0.442930;0.248019;0.002766;0.081305;0.129625;0.075558;0;4.068922;190
red;7.73405178692375;0.722002475662601;0.0142862139425927;2.80527947125398;0.0564249125368247;12.7883560462597;48.8908577309267;0.553851935401147;3.80546737333701;0.652094079459254;13.4828602434998;6;0.369418;0.766840;0.968628;0.577513;0.409304;0.213549;0.680192;0.000444;0.056447;0.148452;0.038805;0;4.229592;216
white;9.07385972204927;0.377097637617024;0.173708200423528;15.4731126447024;0.0311723238306815;42.6957284113578;145.309538776369;0.5540595981485;2.02930536962258;0.446331185798376;14.7578468766871;5;0.571735;0.001209;0.121589;1.222647;0.125874;0.015831;0.287874;0.002083;0.000518;0.077472;0.018376;0;2.445208;297
red;4.67018429496676;0.349310073841155;0.270186793293878;3.34562086082492;0.0958417155544118;17.5600508822015;45.8994193127204;0.555101379807079;2.5291703819165;0.720302269433349;5.69762824345422;5;0.571735;0.442919;0.403935;0.448930;0.373626;0.475699;0.680192;0.001912;0.047126;0.039818;0.000683;0;3.486575;105
white;6.50175738010917;0.16855186397297;0.300943214552375;3.19267145045556;0.0412687835482502;24.5815045833434;100.867354479093;0.557801430643259;3.55619876504549;0.555713116990835;6.22903262249765;7;0.055700;0.293263;0.090217;0.595882;0.339945;0.212444;0.118367;0.002712;0.016054;0.204933;0.048335;0;1.977852;97
red;7.22297819414614;0.512123042460578;0.222254039018672;2.94148976105619;0.0455469767301697;5.457370516768;14.4924706872655;0.558434506703465;3.08871981200211;0.543796643963422;12.1996971117509;5;0.369418;0.413472;0.121589;0.485668;0.213072;0.803387;0.861704;0.002133;0.006732;0.002164;0.018376;0;3.297715;73
white;4.92438196449839;0.296266985946667;0.293300001925354;7.38050241703337;0.0304458988755144;23.8354163213129;141.929108434947;0.565110975521253;3.02517517970224;0.498229631137213;7.43479026588696;5;0.571735;0.352158;0.121589;0.653208;0.179392;0.279087;0.045857;0.000017;0.036768;0.035489;0.029274;0;2.304574;224
white;7.0219135148764;0.270362553179168;0.506282965970951;4.69640504206354;0.0561817874548128;20.0808799966833;50.7461064250212;0.565233375528167;3.61905251144583;0.630718143381405;6.71817531835729;5;0.258017;0.322711;0.066641;0.708315;0.072356;0.377393;0.256662;0.001047;0.055411;0.054316;0.046967;0;2.219836;187
red;4.25379287271837;0.604996680304554;0.292075775140316;2.81571791555064;0.0663850435052618;20.0486139460361;129.081252179935;0.565463356011775;2.1348081185851;0.276857743467853;13.5457803860032;5;0.258017;1.031866;0.003897;0.595882;0.230911;0.146906;0.101080;0.001630;0.034697;0.039818;0.094619;0;2.539323;25
white;6.61840060438119;0.124243629646356;0.237737178293758;1.73776890206319;0.0632074469014619;45.2600021669333;101.285037030273;0.567114305476016;4.91190080631336;0.69885841426886;11.2599152690903;5;0.571735;0.352158;0.035269;0.632620;0.197231;0.015831;0.127011;0.001606;0.062662;0.035489;0.086456;0;2.118068;147
red;6.70998832730703;0.356167576828195;0.0685110498738908;1.04129623381599;0.075978223282022;21.238727334374;30.1133641144413;0.569750597030917;2.93760853768602;0.315564636575221;13.4144996414691;5;0.369418;1.002419;0.780397;0.650989;0.337947;0.475699;0.559183;0.002163;0.050233;0.020991;0.094619;0;4.344058;242
white;10.655233080388;0.29819172118266;0.454363990043882;2.10947690482284;0.0451440518836557;24.471192724309;157.768382348235;0.577344854816472;2.04358186269677;0.429665722819226;12.1295851919341;7;0.055700;0.057684;0.129385;0.632620;0.411303;0.212444;0.014646;0.004119;0.036768;0.336723;0.172229;0;2.063621;130
white;3.67972765931239;0.125647030437297;0.437688700750112;1.0604302053108;0.0287616664738905;32.1789955287243;54.3997553277412;0.578994814827929;3.22292480858269;0.267950966046527;8.41453495748753;5;0.055700;0.440500;0.223500;0.779572;0.357785;0.048600;0.265306;0.002913;0.018124;0.058645;0.000683;0;2.251328;204
white;6.86866936428664;0.219461856126984;0.174925795784352;1.31611724487028;0.0249204690153445;10.9705364814062;101.800964399141;0.579796650540234;3.58189578127603;0.357237093508657;6.96031677291853;5;0.055700;0.411053;0.309820;0.706096;0.215070;0.442930;0.127011;0.000012;0.047126;0.002164;0.046967;0;2.363949;250
red;10.917475520915;0.347489038595738;0.336178341859421;1.4679217653203;0.0813252999899669;26.8033613944185;89.6043773006995;0.58251872943068;4.51164495612366;0.677202260230364;10.1802201559048;6;1.199171;0.060104;0.027473;0.687727;0.409304;0.148012;0.438175;0.002475;0.075091;0.167279;0.094619;0;3.309430;76
white;8.71674632145887;0.463503776052769;0.357053715884414;9.63558775827276;0.0588429079077444;32.7974525974457;157.29756189956;0.58262398769806;4.85962334575133;0.528815536903156;11.3514520118701;5;0.055700;0.001209;0.058845;0.542995;0.090195;0.310750;0.443456;0.002877;0.081305;0.167279;0.075558;0;1.830169;54
white;9.56384243327498;0.244077589214123;0.247740551543584;3.29767961148312;0.0472592144455547;27.8493742286103;75.0860663836011;0.582895135832747;3.58956908870718;0.85831061042323;8.50267316064225;4;0.369418;0.381605;0.121589;0.504037;0.393463;0.246318;0.040576;0.000651;0.040911;0.204933;0.027907;0;2.331408;236
white;7.37448503479872;0.342237785283574;0.22323515927916;1.42517550304852;0.0674305634928448;32.8186939805942;127.81562096711;0.583095534448355;1.70090901249764;0.445518237774364;15.8620989835677;6;0.885453;0.028237;0.129385;0.522406;0.090195;0.148012;0.089075;0.003747;0.031590;0.002164;0.210350;0;2.140614;153
white;7.68077318310366;0.23705996872042;0.299544114328564;2.472090544806;0.0231560414738;28.1239119775174;84.0317454200067;0.586233320302906;4.26268451844314;0.368950069738467;7.31650565399704;6;0.683136;0.411053;0.035269;0.136657;0.464820;0.180780;0.343097;0.002691;0.105126;0.016662;0.000683;0;2.379974;262
red;7.70272600766758;0.797572199738385;0.0987213555201055;1.59222294898596;0.0582903594859185;16.1583518175394;39.8379933772468;0.587439903694119;4.5191720880055;0.611365284958737;15.4832762358624;5;0.571735;0.619603;0.403935;0.669358;0.462822;0.508468;0.706122;0.001862;0.084412;0.280241;0.000683;0;4.309241;231
white;9.43266618540595;0.116302151734416;0.354125978595291;3.89286820682795;0.0353015141492884;11.3159499814851;110.139471296374;0.588142283199056;2.95861470442579;0.73979488231414;9.03774780163889;7;0.055700;0.440500;0.027473;0.157246;0.393463;0.442930;0.109724;0.001656;0.021232;0.020991;0.086456;0;1.757371;39
red;6.14147951761865;0.831791547910254;0.0618476603149789;0.849619139431797;0.0987877445995825;24.7044041016252;77.9942716273648;0.589200505741971;4.02017321346235;0.558556176005552;5.24321440069428;5;0.683136;0.825735;0.686281;0.742834;0.266590;0.115243;0.455462;0.001309;0.019161;0.148452;0.123210;0;4.067413;189
red;3.85973555857139;0.283165288303005;0.29107647833115;0.907815320270177;0.06915793985617;21.3908643886778;33.3239157225393;0.59102379489078;1.81062304605624;0.635866293245539;14.5368124034515;6;1.624290;0.354577;0.247076;0.687727;0.373626;0.410162;0.706122;0.000102;0.053340;0.129625;0.010214;0;4.596861;278
white;7.89809938835886;0.1840618016492;0.429362285673541;6.55709010621854;0.0261017153510917;41.6334057535334;213.866113210881;0.592084487027249;4.78328697002114;0.799469604114996;13.8055666641303;5;0.055700;0.001209;0.058845;0.542995;0.090195;0.310750;0.443456;0.002877;0.081305;0.167279;0.075558;0;1.830169;55
white;9.77728431817143;0.291971153123589;0.176691035769088;6.69380371198165;0.0510640180333817;25.2960449431672;149.040488299414;0.593067518365886;3.2586594491892;0.402569719886243;6.20778928081886;6;0.571735;0.234369;0.058845;0.451150;0.125874;0.245213;0.357022;0.001610;0.027446;0.096299;0.151801;0;2.321364;232
white;5.24549727229811;0.284213125773335;0.171238633029688;4.78939828178108;0.0393527147546892;19.2877362385553;95.1860822398566;0.594793142525016;3.20470308382731;0.390780889148018;14.0167517359004;5;0.258017;0.001209;0.341192;0.412192;0.108034;0.541237;0.175509;0.001103;0.009839;0.171608;0.027907;0;2.047847;122
red;4.55763017536728;0.387113125495737;0.138731387906563;3.02577182091494;0.0380148865531218;15.7986483916368;23.2933627979053;0.597974860358251;4.01812834247063;0.412011457114323;6.76154650610631;6;0.996854;0.442919;0.686281;0.577513;0.320108;0.606774;0.740696;0.001208;0.062662;0.091971;0.027907;0;4.554893;270
white;9.82402870299416;0.331279069613387;0.569934863312154;6.64337601512504;0.0321569332811263;41.8177509283886;125.1457330318;0.599453636587428;3.87371010580404;0.623293021752445;10.4855562822107;6;0.683136;0.322711;0.317615;0.063181;0.250749;0.212444;0.244657;0.000484;0.087519;0.110798;0.027907;0;2.321201;231
red;5.88318760434221;0.243064535752249;0.318647166940407;1.58538274915464;0.0836358975719028;35.7423652790693;100.739129437337;0.601563363757211;3.31151388724688;0.508914983960685;14.275306454774;5;0.055700;0.001209;0.003897;0.540775;0.605537;0.409056;0.023289;0.001912;0.031590;0.487339;0.057865;0;2.218169;15
white;8.33769904867922;0.174954045497165;0.228737825730241;2.43860236396041;0.034146503862131;22.3103408289898;140.220282562346;0.60287281124226;1.95707990388332;0.661284785392207;14.9791437256926;5;0.258017;0.293263;0.223500;0.338716;0.571856;0.146906;0.002640;0.001907;0.015017;0.039818;0.038805;0;1.930445;77
red;8.58129081045982;0.821343758299346;0.084257755097569;2.70702881209723;0.050248916034852;7.70746403240759;66.1007587637508;0.604629171960212;2.77300870679819;0.827427044334395;7.43336371682484;5;0.369418;1.164379;0.498051;0.650989;0.783930;0.508468;0.334454;0.001912;0.016054;0.204933;0.113680;0;4.646268;294
red;4.78167616761912;0.441751396405381;0;2.28903183368839;0.0949722769768627;10.4248402041056;17.7196925726965;0.606030025864952;4.33766032624498;0.763118927028467;10.6772682728554;4;0.369418;0.384025;1.000000;0.595882;0.195233;0.770618;0.878991;0.000474;0.056447;0.091971;0.038805;0;4.381864;247
red;4.13305773736653;0.196151368323105;0.322441315426857;2.63816702225238;0.00676510267368683;28.2412083928687;138.113594035398;0.606114481866053;4.53241916557145;0.468750047443125;16.1394485398053;7;1.624290;0.175474;0.121589;0.559144;0.785928;0.179675;0.135654;0.004079;0.012947;0.265743;0.115047;0;3.979570;173
white;10.9174316016038;0.353493323174157;0.378408271210278;2.79011790498216;0.0711282157403154;28.3551487171923;189.739157165894;0.607498228718754;1.69735929145914;0.472294155713535;8.28745986603698;5;1.199171;0.146027;0.090217;0.191764;0.090195;0.148012;0.261944;0.000801;0.018124;0.265743;0.027907;0;2.439905;295
red;9.93097796397093;0.343945998335383;0;3.71314868525359;0.107003357170159;23.9268458411004;94.3618867705627;0.60839638880834;1.83561650036369;0.709901494702;12.4568520507543;6;1.310572;0.678498;1.000000;0.540775;0.284429;0.048600;0.446818;0.000213;0.065769;0.054316;0.067396;0;4.497386;262
red;3.97643966543524;0.503035799725058;0.445970403008768;2.66750389153921;0.0731564543848248;17.4219422437992;47.2156766408776;0.609218361864487;2.32082316516144;1.31807342106291;10.7254614596106;7;0.571735;0.060104;0.066641;0.669358;0.337947;0.410162;0.671548;0.001405;0.050233;0.656783;0.296123;0;3.792039;148
white;7.18206552160965;0.169953081736599;0.268786304743746;7.42241310353216;0.0443182893116722;19.4452588765837;57.0237659959978;0.609277289207762;2.18597691512364;0.518126276615468;10.8279916768714;6;0.683136;0.322711;0.184333;0.322567;0.268588;0.311855;0.222089;0.000394;0.000518;0.035489;0.094619;0;2.446299;298
red;11.1879337692211;0.337274922340072;0.334751932266802;1.92435756725191;0.0688813093708069;29.9445088522543;47.5048717624535;0.611335444725724;2.75733647231173;0.799129276861485;6.38834348855382;5;1.512889;0.501814;0.121589;0.614251;0.552019;0.246318;0.533253;0.003319;0.062662;0.393204;0.123210;0;4.664528;298
white;7.47918337261574;0.304130999519366;0.249709900345789;11.4977086656518;0.0510115634556814;40.815783505018;159.538989922601;0.611683217330726;3.47209998351696;0.591252403639136;9.26211549375834;6;0.369418;0.148446;0.058845;0.818529;0.339945;0.049705;0.071788;0.000560;0.046089;0.209262;0.038805;0;2.151392;159
red;6.10101482556096;0.363312568313659;0.277580693413029;11.8775171719861;0.0625333551605573;21.5654980211341;58.2324998809585;0.612991661855848;3.96302279623514;0.541702329598759;13.6066138868881;6;1.310572;0.207341;0.027473;0.616470;0.498501;0.148012;0.611044;0.003561;0.050233;0.204933;0.037437;0;3.715577;138
white;8.8934320214634;0.36432471703227;0.33908609718444;3.42026241536507;0.0457711978575486;33.16518987091;132.010607891646;0.613173192319426;4.73202590799023;0.460939511614;7.58045356136513;7;0.683136;0.060104;0.058845;0.081550;0.286427;0.310750;0.236013;0.002983;0.034697;0.209262;0.162699;0;2.126466;150
white;10.5349362140152;0.351326544383625;0.430403812417832;7.45849633707094;0.0208859724828915;15.3963869442235;58.6399412574201;0.613218894996927;4.02971203076015;0.606271271269286;18.8082802594719;5;0.055700;0.204921;0.160756;0.008074;0.536178;0.115243;0.014646;0.002973;0.027446;0.581475;0.210350;0;1.917762;75
red;8.26154840252045;0.44063952968393;0.261877975274129;9.10985659887078;0.0785264727787378;14.8162566463964;121.067108168834;0.614160454478072;4.56928040634846;0.48399012578473;15.6188313134089;5;0.885453;0.472367;0.129385;0.120508;0.266590;0.442930;0.118367;0.003118;0.040911;0.506166;0.000683;0;2.986478;47
red;7.42516945280331;0.350370544574649;0.196677629628606;1.31464814710619;0.056568342010271;20.6977142329171;54.8834772134955;0.614182544446935;3.14997529997754;0.6030627948352;9.20066779507797;6;0.369418;0.030657;0.090217;0.540775;0.712572;0.344624;0.541896;0.001510;0.062662;0.223760;0.048335;0;2.966426;45
white;8.33102781039037;0.165521248260111;0.431505916609728;7.71965828122643;0.0384082969222334;32.0623545554342;262.543017513191;0.6150905846363;4.27663930755652;0.832159230970494;6.43729437013259;6;0.369418;0.411053;0.027473;0.359305;0.054517;0.048600;0.823768;0.001178;0.028483;0.110798;0.008846;0;2.243439;200
red;6.06909973049682;0.321732786890156;0.0387717756157569;1.651614692997;0.0966532926005948;14.8970006216166;55.629207894527;0.616914828454527;4.82559482080626;0.622050107067352;12.7538732858321;5;0.055700;0.766840;0.874512;0.540775;0.355786;0.410162;0.239376;0.002766;0.096841;0.035489;0.094619;0;3.472866;102
white;9.0599690550877;0.31584387661143;0.260583711525464;5.75353158492513;0.0447379403794696;33.0465550665643;129.940943538134;0.618637072180298;1.90796535157504;0.939145433844505;11.8014136633954;7;0.055700;0.030657;0.215704;0.028663;0.429142;0.246318;0.037214;0.001364;0.089590;0.242587;0.018376;0;1.395315;6
white;6.76796094973386;0.254405188355485;0.204034962165849;5.20506310776539;0.053655582596774;26.9456533682887;149.494735256071;0.622292657328549;3.70422379891663;0.211147713186451;9.22313591395628;6;0.369418;0.322711;0.278448;0.357085;0.322106;0.246318;0.031933;0.003144;0.052304;0.303397;0.083279;0;2.370143;259
red;7.61332868575023;0.46415055731009;0.242501570563622;3.8306993362349;0.0494453514174517;11.5552297149624;125.864755477217;0.623363833509171;1.7411882587703;0.69303277908883;12.2624119003529;6;2.454044;0.707945;0.121589;0.412192;0.177393;0.311855;0.014646;0.002616;0.000518;0.016662;0.104149;0;4.323609;233
white;7.27500019084401;0.239620685749576;0.331809871488788;1.90108085844487;0.0214260513654613;37.9409512698019;148.848542134221;0.623928467705503;4.49511059304763;0.554655358692765;9.87494261279301;7;0.369418;0.060104;0.121589;0.559144;0.357785;0.146906;0.006002;0.005366;0.008803;0.171608;0.286593;0;2.093318;141
red;5.38270095603535;0.269441638904611;0.329019661587904;1.68986823520617;0.0751881667070993;12.5907392301479;104.404763667381;0.624055156867084;1.84564850552868;0.652336419786572;13.4411718373736;5;2.140326;0.472367;0.035269;0.632620;0.498501;0.508468;0.236013;0.002113;0.005696;0.035489;0.094619;0;4.661481;297
white;7.21359596278838;0.218109465127474;0.187728948431274;7.75241805518929;0.0179927662320935;32.2798097129762;142.143139375524;0.624402003912472;2.12389335768528;0.5953970235237;11.2805581311969;8;0.683136;0.322711;0.129385;0.304198;0.500499;0.015831;0.101080;0.002510;0.040911;0.115126;0.153168;0;2.368555;257
red;4.40911935462001;0.180314100216932;0.336149628225641;1.011342178408;0.0444046980341028;26.9678600485007;37.5592555438118;0.627035593990338;1.74491566068539;0.949984952977616;9.75637997526563;7;1.512889;0.175474;0.058845;0.632620;0.106036;0.410162;0.706122;0.000505;0.019161;0.694437;0.076926;0;4.393177;249
white;5.08952383248405;0.216369818143922;0.283968695591004;5.65708941916293;0.0719833814040756;43.8751398221935;164.026727966899;0.628044685051693;4.31383713502204;0.656285061716253;15.399961876232;4;0.996854;0.116579;0.129385;0.173395;0.036677;0.015831;0.754621;0.000434;0.056447;0.073143;0.008846;0;2.362212;248
white;6.51262310372222;0.390205284244642;0.218185620550269;9.85145531227891;0.0571756421014644;47.9227333075032;226.973328035612;0.634931911107611;4.34739968595875;0.35666721320627;6.48736017163485;5;0.571735;0.118999;0.066641;0.524626;0.072356;0.441825;0.452100;0.001580;0.033660;0.020991;0.123210;0;2.427723;285
white;6.55281454280781;0.418342193681964;0.4931045003615;0.718699763945559;0.0405776911357435;28.3305130341422;62.5435542504024;0.635662433578565;2.01614374883133;0.575636558698056;9.60704806133337;7;0.885453;0.101856;0.192128;0.742834;0.161552;0.016937;0.178871;0.003134;0.000518;0.020991;0.095986;0;2.400260;273
white;5.84628880931129;0.276163479424717;0.197183277626413;5.83414859594364;0.0144582925834488;19.0428794719756;139.36805883138;0.63636462297048;2.07265930702536;0.407690930769807;16.4913533171859;6;0.055700;0.057684;0.058845;0.515441;0.643213;0.541237;0.101080;0.001083;0.070947;0.171608;0.086456;0;2.303294;223
white;4.78237044790484;0.268852226102436;0.172610648101564;8.63602255464811;0.0474657262911923;23.7746278945679;110.261806120919;0.637831443550184;2.07942536091093;0.527398558037767;11.7426855488312;7;0.571735;0.411053;0.121589;0.671577;0.161552;0.049705;0.178871;0.000625;0.018124;0.115126;0.066028;0;2.365985;254
red;4.91613911439843;0.288748422404148;0.104029471227824;2.50000524371224;0.0865840849744895;10.5574872363187;22.2884925649272;0.638692043122083;3.79973392847636;0.40485443585865;10.7682587003547;5;0.369418;0.354577;0.560794;0.485668;0.355786;0.508468;0.680192;0.001550;0.044019;0.077472;0.019744;0;3.457688;96
white;6.90612632897214;0.266733977713679;0.261177034365396;8.51014178124741;0.0539081028250663;14.8609727383255;103.168772743974;0.640343564019669;4.34949710388957;0.355952696688655;12.2460675448363;7;0.258017;0.177893;0.121589;0.193984;0.339945;0.148012;0.161584;0.003234;0.018124;0.091971;0.200820;0;1.715173;32
white;4.93397145217952;0.12388247538415;0.538112839400146;2.34487212482794;0.0336633224073275;27.0686156088519;56.0850210610329;0.642504611937419;2.34579704898852;0.480904387393398;7.1415296668263;5;0.258017;0.558289;0.254872;0.632620;0.108034;0.213549;0.204802;0.001505;0.024339;0.152781;0.000683;0;2.409491;277
