type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;random_num;rnum
white;5.4000000000;0.5000000000;0.1300000000;5.0000000000;0.0280000000;12.0000000000;107.0000000000;0.9907900000;3.4800000000;0.8800000000;13.5000000000;7;41859293,5661498;199
white;5.4000000000;0.1850000000;0.1900000000;7.1000000000;0.0480000000;36.0000000000;110.0000000000;0.9943800000;3.2600000000;0.4100000000;9.5000000000;6;43397098,0998828;208
white;5.4000000000;0.2200000000;0.3500000000;6.5000000000;0.0290000000;26.0000000000;87.0000000000;0.9909200000;3.2900000000;0.4400000000;12.5000000000;7;20099837,4151523;105
white;5.4000000000;0.4150000000;0.1900000000;1.6000000000;0.0390000000;27.0000000000;88.0000000000;0.9926500000;3.5400000000;0.4100000000;10.0000000000;7;98135526,6385429;499
white;5.4000000000;0.5950000000;0.1000000000;2.8000000000;0.0420000000;26.0000000000;80.0000000000;0.9932000000;3.3600000000;0.3800000000;9.3000000000;5;4073324,2586361;20
white;5.4000000000;0.3100000000;0.4700000000;3.0000000000;0.0530000000;46.0000000000;144.0000000000;0.9931000000;3.2900000000;0.7600000000;10.0000000000;5;13612033,2389834;67
white;5.4000000000;0.2300000000;0.3600000000;1.5000000000;0.0300000000;74.0000000000;121.0000000000;0.9897600000;3.2400000000;0.9900000000;12.1000000000;7;14554534,0384899;73
white;5.5000000000;0.1600000000;0.2600000000;1.5000000000;0.0320000000;35.0000000000;100.0000000000;0.9907600000;3.4300000000;0.7700000000;12.0000000000;6;8206903,6925083;42
red;5.5000000000;0.4900000000;0.0300000000;1.8000000000;0.0440000000;28.0000000000;87.0000000000;0.9908000000;3.5000000000;0.8200000000;14.0000000000;8;5575974,1581869;9
white;5.5000000000;0.3000000000;0.2500000000;1.9000000000;0.0290000000;33.0000000000;118.0000000000;0.9897200000;3.3600000000;0.6600000000;12.5000000000;6;89674061,2801475;452
white;5.5000000000;0.1400000000;0.2700000000;4.6000000000;0.0290000000;22.0000000000;104.0000000000;0.9949000000;3.3400000000;0.4400000000;9.0000000000;5;83851681,513743;422
white;5.5000000000;0.3100000000;0.2900000000;3.0000000000;0.0270000000;16.0000000000;102.0000000000;0.9906700000;3.2300000000;0.5600000000;11.2000000000;6;68363875,6170513;339
white;5.5000000000;0.1600000000;0.2200000000;4.5000000000;0.0300000000;30.0000000000;102.0000000000;0.9938000000;3.2400000000;0.3600000000;9.4000000000;6;61538885,1622298;299
white;5.6000000000;0.1900000000;0.2600000000;1.4000000000;0.0300000000;12.0000000000;76.0000000000;0.9905000000;3.2500000000;0.3700000000;10.9000000000;7;64923963,4164498;319
white;5.6000000000;0.1800000000;0.3000000000;10.2000000000;0.0280000000;28.0000000000;131.0000000000;0.9954000000;3.4900000000;0.4200000000;10.8000000000;7;21547096,4374068;113
white;5.6000000000;0.1850000000;0.1900000000;7.1000000000;0.0480000000;36.0000000000;110.0000000000;0.9943800000;3.2600000000;0.4100000000;9.5000000000;6;22364932,7219838;117
white;5.6000000000;0.2800000000;0.2800000000;4.2000000000;0.0440000000;52.0000000000;158.0000000000;0.9920000000;3.3500000000;0.4400000000;10.7000000000;7;23450915,8752141;127
white;5.6000000000;0.2800000000;0.2700000000;3.9000000000;0.0430000000;52.0000000000;158.0000000000;0.9920200000;3.3500000000;0.4400000000;10.7000000000;7;45419437,6517661;219
white;5.6000000000;0.3400000000;0.2500000000;2.5000000000;0.0460000000;47.0000000000;182.0000000000;0.9909300000;3.2100000000;0.4000000000;11.3000000000;5;82215461,7925615;418
white;5.6000000000;0.2500000000;0.1900000000;2.4000000000;0.0490000000;42.0000000000;166.0000000000;0.9920000000;3.2500000000;0.4300000000;10.4000000000;6;74830457,745134;381
white;5.6000000000;0.1850000000;0.1900000000;7.1000000000;0.0480000000;36.0000000000;110.0000000000;0.9943800000;3.2600000000;0.4100000000;9.5000000000;6;87815726,2411403;445
white;5.6000000000;0.1600000000;0.2700000000;1.4000000000;0.0440000000;53.0000000000;168.0000000000;0.9918000000;3.2800000000;0.3700000000;10.1000000000;6;98298061,5243562;500
red;5.6000000000;0.6050000000;0.0500000000;2.4000000000;0.0730000000;19.0000000000;25.0000000000;0.9925800000;3.5600000000;0.5500000000;12.9000000000;5;59405735,9160759;110
red;5.6000000000;0.8500000000;0.0500000000;1.4000000000;0.0450000000;12.0000000000;88.0000000000;0.9924000000;3.5600000000;0.8200000000;12.9000000000;8;65844713,6422946;120
red;5.6000000000;0.5000000000;0.0900000000;2.3000000000;0.0490000000;17.0000000000;99.0000000000;0.9937000000;3.6300000000;0.6300000000;13.0000000000;5;167471959,629371;281
red;5.6000000000;0.9150000000;0.0000000000;2.1000000000;0.0410000000;17.0000000000;78.0000000000;0.9934600000;3.6800000000;0.7300000000;11.4000000000;5;161421606,525986;271
red;5.6000000000;0.6150000000;0.0000000000;1.6000000000;0.0890000000;16.0000000000;59.0000000000;0.9943000000;3.5800000000;0.5200000000;9.9000000000;5;250757170,690922;397
red;5.6000000000;0.6200000000;0.0300000000;1.5000000000;0.0800000000;6.0000000000;13.0000000000;0.9949800000;3.6600000000;0.6200000000;10.1000000000;4;179079082,087607;295
red;5.6000000000;0.3100000000;0.3700000000;1.4000000000;0.0740000000;12.0000000000;96.0000000000;0.9954000000;3.3200000000;0.5800000000;9.2000000000;5;183819886,650647;299
white;5.7000000000;0.3900000000;0.2500000000;4.9000000000;0.0330000000;49.0000000000;113.0000000000;0.9896600000;3.2600000000;0.5800000000;13.1000000000;7;10261262,1153796;55
white;5.7000000000;0.2600000000;0.3000000000;1.8000000000;0.0390000000;30.0000000000;105.0000000000;0.9899500000;3.4800000000;0.5200000000;12.5000000000;7;88509766,003451;447
white;5.7000000000;0.2800000000;0.3500000000;1.2000000000;0.0520000000;39.0000000000;141.0000000000;0.9910800000;3.4400000000;0.6900000000;11.3000000000;6;62043056,1860785;301
white;5.8000000000;0.3200000000;0.3100000000;2.7000000000;0.0490000000;25.0000000000;153.0000000000;0.9906700000;3.4400000000;0.7300000000;12.2000000000;7;60841718,9499509;293
white;5.8000000000;0.1300000000;0.2600000000;5.1000000000;0.0390000000;19.0000000000;103.0000000000;0.9947800000;3.3600000000;0.4700000000;9.3000000000;6;49127103,7028837;235
white;5.8000000000;0.3000000000;0.3800000000;4.9000000000;0.0390000000;22.0000000000;86.0000000000;0.9896300000;3.2300000000;0.5800000000;13.1000000000;7;54002073,2026958;260
white;5.8000000000;0.3850000000;0.2500000000;3.7000000000;0.0310000000;38.0000000000;122.0000000000;0.9912800000;3.2000000000;0.6300000000;11.2000000000;6;64435022,7767402;315
white;5.8000000000;0.3150000000;0.1900000000;19.4000000000;0.0310000000;28.0000000000;106.0000000000;0.9970400000;2.9700000000;0.4000000000;10.5500000000;6;69344613,728546;345
white;5.8000000000;0.3000000000;0.0900000000;6.3000000000;0.0420000000;36.0000000000;138.0000000000;0.9938200000;3.1500000000;0.4800000000;9.7000000000;5;46730157,7959411;224
white;5.8000000000;0.2600000000;0.2400000000;9.2000000000;0.0440000000;55.0000000000;152.0000000000;0.9961000000;3.3100000000;0.3800000000;9.4000000000;5;46759064,6524612;225
white;5.8000000000;0.2200000000;0.2900000000;1.3000000000;0.0360000000;25.0000000000;68.0000000000;0.9886500000;3.2400000000;0.3500000000;12.6000000000;6;42220229,9680863;201
white;5.8000000000;0.2200000000;0.2900000000;0.9000000000;0.0340000000;34.0000000000;89.0000000000;0.9893600000;3.1400000000;0.3600000000;11.1000000000;7;32824403,1040471;165
white;5.8000000000;0.3350000000;0.1400000000;5.8000000000;0.0460000000;49.0000000000;197.0000000000;0.9937000000;3.3000000000;0.7100000000;10.3000000000;5;36070434,8940871;181
white;5.8000000000;0.3600000000;0.5000000000;1.0000000000;0.1270000000;63.0000000000;178.0000000000;0.9921200000;3.1000000000;0.4500000000;9.7000000000;5;92557029,9930939;469
white;5.8000000000;0.3800000000;0.2600000000;1.1000000000;0.0580000000;20.0000000000;140.0000000000;0.9927100000;3.2700000000;0.4300000000;9.7000000000;6;95095323,1966998;480
white;5.8000000000;0.2400000000;0.3900000000;1.5000000000;0.0540000000;37.0000000000;158.0000000000;0.9932000000;3.2100000000;0.5200000000;9.3000000000;6;77422525,9813252;393
white;5.8000000000;0.2800000000;0.3000000000;3.9000000000;0.0260000000;36.0000000000;105.0000000000;0.9896300000;3.2600000000;0.5800000000;12.7500000000;6;77459285,7500085;394
white;5.8000000000;0.1500000000;0.2800000000;0.8000000000;0.0370000000;43.0000000000;127.0000000000;0.9919800000;3.2400000000;0.5100000000;9.3000000000;5;80545260,9036738;409
white;5.8000000000;0.2800000000;0.6600000000;9.1000000000;0.0390000000;26.0000000000;159.0000000000;0.9965000000;3.6600000000;0.5500000000;10.8000000000;5;84380170,7676616;425
white;5.8000000000;0.3000000000;0.2700000000;1.7000000000;0.0140000000;45.0000000000;104.0000000000;0.9891400000;3.4000000000;0.5600000000;12.6000000000;7;1097267,0578519;6
red;5.8000000000;0.6800000000;0.0200000000;1.8000000000;0.0870000000;21.0000000000;94.0000000000;0.9944000000;3.5400000000;0.5200000000;10.0000000000;5;50436795,201247;93
red;5.9000000000;0.1900000000;0.2100000000;1.7000000000;0.0450000000;57.0000000000;135.0000000000;0.9934100000;3.3200000000;0.4400000000;9.5000000000;5;72617657,5992764;134
white;5.9000000000;0.2400000000;0.3000000000;2.0000000000;0.0330000000;28.0000000000;92.0000000000;0.9922500000;3.3900000000;0.6900000000;10.9000000000;7;13851568,4803808;69
white;5.9000000000;0.3200000000;0.2800000000;4.7000000000;0.0390000000;34.0000000000;94.0000000000;0.9896400000;3.2200000000;0.5700000000;13.1000000000;7;81629557,4316755;413
white;5.9000000000;0.2100000000;0.3100000000;1.8000000000;0.0330000000;45.0000000000;142.0000000000;0.9898400000;3.3500000000;0.5000000000;12.7000000000;6;37151602,1781528;186
white;5.9000000000;0.4800000000;0.3000000000;1.5000000000;0.0370000000;19.0000000000;78.0000000000;0.9905700000;3.4700000000;0.4200000000;11.9000000000;7;28946415,3788576;144
white;5.9000000000;0.4350000000;0.1600000000;6.4000000000;0.0310000000;21.0000000000;134.0000000000;0.9915100000;3.2400000000;0.4600000000;12.2000000000;6;73086001,5740257;367
white;5.9000000000;0.2800000000;0.1400000000;8.6000000000;0.0320000000;30.0000000000;142.0000000000;0.9954200000;3.2800000000;0.4400000000;9.5000000000;6;67043657,3793402;334
white;5.9000000000;0.1200000000;0.2700000000;4.8000000000;0.0300000000;40.0000000000;110.0000000000;0.9922600000;3.5500000000;0.6800000000;12.1000000000;6;65886106,2752516;326
white;5.9000000000;0.2800000000;0.3400000000;3.6000000000;0.0400000000;50.0000000000;194.0000000000;0.9912000000;3.3100000000;0.5200000000;11.6000000000;6;49172062,8357374;236
white;5.9000000000;0.2600000000;0.2500000000;12.5000000000;0.0340000000;38.0000000000;152.0000000000;0.9977000000;3.3300000000;0.4300000000;9.4000000000;5;55192845,0495877;266
white;6.0000000000;0.1700000000;0.2100000000;6.0000000000;0.0500000000;26.0000000000;134.0000000000;0.9939000000;3.0800000000;0.5400000000;9.8000000000;6;56773536,0577281;273
white;6.0000000000;0.1600000000;0.3000000000;6.7000000000;0.0430000000;43.0000000000;153.0000000000;0.9951000000;3.6300000000;0.4600000000;10.6000000000;5;61672057,7747716;300
white;6.0000000000;0.3500000000;0.4600000000;0.9000000000;0.0330000000;9.0000000000;65.0000000000;0.9893400000;3.2400000000;0.3500000000;12.1000000000;4;59594714,3101323;288
white;6.0000000000;0.3900000000;0.1700000000;12.0000000000;0.0460000000;65.0000000000;246.0000000000;0.9976000000;3.1500000000;0.3800000000;9.0000000000;6;48111232,8432879;231
white;6.0000000000;0.2600000000;0.4200000000;5.2000000000;0.0270000000;70.0000000000;178.0000000000;0.9914000000;3.4000000000;0.4000000000;12.3000000000;8;53555185,0380053;255
white;6.0000000000;0.3600000000;0.3900000000;3.2000000000;0.0270000000;20.0000000000;125.0000000000;0.9910000000;3.3800000000;0.3900000000;11.3000000000;7;63107510,8860872;308
white;6.0000000000;0.1700000000;0.3000000000;7.3000000000;0.0390000000;39.0000000000;104.0000000000;0.9925200000;2.9100000000;0.5700000000;11.0000000000;6;72365644,9633455;365
white;6.0000000000;0.3100000000;0.2400000000;3.3000000000;0.0410000000;25.0000000000;143.0000000000;0.9914000000;3.3100000000;0.4400000000;11.3000000000;6;69669979,1950981;351
white;6.0000000000;0.1700000000;0.3300000000;6.0000000000;0.0360000000;30.0000000000;111.0000000000;0.9936200000;3.3200000000;0.5800000000;10.1500000000;7;28977926,6790286;145
white;6.0000000000;0.2900000000;0.2700000000;2.3000000000;0.0440000000;20.0000000000;117.0000000000;0.9895000000;3.3100000000;0.4100000000;12.7000000000;7;22223054,1057772;116
white;6.0000000000;0.1800000000;0.3100000000;1.4000000000;0.0360000000;14.0000000000;75.0000000000;0.9908500000;3.3400000000;0.5800000000;11.1000000000;8;18672324,7603243;99
white;6.0000000000;0.3100000000;0.2700000000;2.3000000000;0.0420000000;19.0000000000;120.0000000000;0.9895200000;3.3200000000;0.4100000000;12.7000000000;7;15763925,3524623;85
white;6.0000000000;0.2800000000;0.2700000000;4.1000000000;0.0460000000;50.0000000000;147.0000000000;0.9912600000;3.2700000000;0.5600000000;11.6000000000;6;45136256,442381;217
white;6.0000000000;0.2000000000;0.2600000000;6.8000000000;0.0490000000;22.0000000000;93.0000000000;0.9928000000;3.1500000000;0.4200000000;11.0000000000;6;78011209,4088496;399
white;6.0000000000;0.2000000000;0.3200000000;3.0000000000;0.0310000000;26.0000000000;118.0000000000;0.9913400000;3.3800000000;0.6800000000;11.2000000000;7;73932138,8897715;373
white;6.0000000000;0.4100000000;0.2100000000;1.9000000000;0.0500000000;29.0000000000;122.0000000000;0.9928000000;3.4200000000;0.5200000000;10.5000000000;6;74787908,4095078;380
white;6.0000000000;0.2500000000;0.4000000000;5.7000000000;0.0520000000;56.0000000000;152.0000000000;0.9939800000;3.1600000000;0.8800000000;10.5000000000;6;92035948,4791357;465
white;6.0000000000;0.3900000000;0.2600000000;2.7000000000;0.0380000000;39.0000000000;187.0000000000;0.9932500000;3.4100000000;0.5000000000;10.8000000000;6;7670298,8934533;35
white;6.0000000000;0.3400000000;0.6600000000;15.9000000000;0.0460000000;26.0000000000;164.0000000000;0.9979000000;3.1400000000;0.5000000000;8.8000000000;6;2397016,2217989;9
white;6.0000000000;0.2500000000;0.2800000000;2.2000000000;0.0260000000;54.0000000000;126.0000000000;0.9898000000;3.4300000000;0.6500000000;12.9000000000;8;116606,7117943;1
red;6.0000000000;0.5000000000;0.0000000000;1.4000000000;0.0570000000;15.0000000000;26.0000000000;0.9944800000;3.3600000000;0.4500000000;9.5000000000;5;173459893,163796;290
red;6.0000000000;0.4900000000;0.0000000000;2.3000000000;0.0680000000;15.0000000000;33.0000000000;0.9929200000;3.5800000000;0.5900000000;12.5000000000;6;261890722,591978;413
red;6.0000000000;0.3100000000;0.4700000000;3.6000000000;0.0670000000;18.0000000000;42.0000000000;0.9954900000;3.3900000000;0.6600000000;11.0000000000;6;244533363,409901;377
red;6.0000000000;0.5800000000;0.2000000000;2.4000000000;0.0750000000;15.0000000000;50.0000000000;0.9946700000;3.5800000000;0.6700000000;12.5000000000;6;72063300,3944815;133
red;6.0000000000;0.5100000000;0.0000000000;2.1000000000;0.0640000000;40.0000000000;54.0000000000;0.9950000000;3.5400000000;0.9300000000;10.7000000000;6;74525718,7458654;137
red;6.0000000000;0.5000000000;0.0400000000;2.2000000000;0.0920000000;13.0000000000;26.0000000000;0.9964700000;3.4600000000;0.4700000000;10.0000000000;5;23885540,8495691;45
red;6.1000000000;0.2100000000;0.4000000000;1.4000000000;0.0660000000;40.5000000000;165.0000000000;0.9912000000;3.2500000000;0.5900000000;11.9000000000;6;32971990,7277917;64
red;6.1000000000;0.3800000000;0.1500000000;1.8000000000;0.0720000000;6.0000000000;19.0000000000;0.9955000000;3.4200000000;0.5700000000;9.4000000000;5;165488078,578593;277
red;6.1000000000;0.6400000000;0.0200000000;2.4000000000;0.0690000000;26.0000000000;46.0000000000;0.9935800000;3.4700000000;0.4500000000;11.0000000000;5;238810523,868645;372
white;6.1000000000;0.1050000000;0.3100000000;1.3000000000;0.0370000000;55.0000000000;145.0000000000;0.9912000000;3.4100000000;0.4100000000;11.1000000000;7;2775141,113641;13
white;6.1000000000;0.3800000000;0.1400000000;3.9000000000;0.0600000000;27.0000000000;113.0000000000;0.9934400000;3.0700000000;0.3400000000;9.2000000000;4;93946025,0078311;473
white;6.1000000000;0.2000000000;0.4000000000;1.9000000000;0.0280000000;32.0000000000;138.0000000000;0.9914000000;3.2600000000;0.7200000000;11.7000000000;5;94867815,0553588;477
white;6.1000000000;0.3800000000;0.4200000000;5.0000000000;0.0160000000;31.0000000000;113.0000000000;0.9900700000;3.1500000000;0.3100000000;12.4000000000;7;89410883,4832265;450
white;6.1000000000;0.3200000000;0.3300000000;10.7000000000;0.0360000000;27.0000000000;98.0000000000;0.9952100000;3.3400000000;0.5200000000;10.2000000000;6;82159210,3731828;417
white;6.1000000000;0.2500000000;0.2800000000;10.0000000000;0.0550000000;56.0000000000;131.0000000000;0.9940000000;3.2200000000;0.3500000000;10.9000000000;6;87697245,7082748;442
white;6.1000000000;0.3200000000;0.2400000000;1.5000000000;0.0360000000;38.0000000000;124.0000000000;0.9898000000;3.2900000000;0.4200000000;12.4000000000;7;22808330,2895695;124
white;6.1000000000;0.1600000000;0.2900000000;6.0000000000;0.0300000000;29.0000000000;144.0000000000;0.9947400000;3.6800000000;0.4600000000;10.7000000000;6;28294699,1064426;142
white;6.1000000000;0.2200000000;0.4000000000;1.8500000000;0.0310000000;25.0000000000;111.0000000000;0.9896600000;3.0300000000;0.3000000000;11.8000000000;7;28351925,6205835;143
white;6.1000000000;0.2500000000;0.2400000000;12.1000000000;0.0460000000;51.0000000000;172.0000000000;0.9980000000;3.3500000000;0.4500000000;9.5000000000;5;47682844,4707238;229
white;6.1000000000;0.5500000000;0.1500000000;9.8000000000;0.0310000000;19.0000000000;125.0000000000;0.9957000000;3.3600000000;0.4700000000;10.2000000000;6;55227872,0925737;267
white;6.1500000000;0.2100000000;0.3700000000;3.2000000000;0.0210000000;20.0000000000;80.0000000000;0.9907600000;3.3900000000;0.4700000000;12.0000000000;5;73122273,3296666;368
white;6.2000000000;0.3300000000;0.2700000000;4.9000000000;0.0360000000;30.0000000000;134.0000000000;0.9927000000;3.2000000000;0.4200000000;10.4000000000;7;73860307,3746174;371
white;6.2000000000;0.2200000000;0.2700000000;1.5000000000;0.0640000000;20.0000000000;132.0000000000;0.9938000000;3.2200000000;0.4600000000;9.2000000000;6;70229058,6711363;353
white;6.2000000000;0.3000000000;0.4900000000;11.2000000000;0.0580000000;68.0000000000;215.0000000000;0.9965600000;3.1900000000;0.6000000000;9.4000000000;6;67835664,8285901;338
white;6.2000000000;0.3700000000;0.2200000000;8.3000000000;0.0250000000;36.0000000000;216.0000000000;0.9964000000;3.3300000000;0.6000000000;9.6000000000;6;58005084,4676771;279
white;6.2000000000;0.3100000000;0.2600000000;4.8000000000;0.0370000000;36.0000000000;148.0000000000;0.9928000000;3.2100000000;0.4100000000;10.4000000000;6;49007913,0365357;232
white;6.2000000000;0.1500000000;0.2700000000;11.0000000000;0.0350000000;46.0000000000;116.0000000000;0.9960200000;3.1200000000;0.3800000000;9.1000000000;6;29773652,8994203;149
white;6.2000000000;0.2500000000;0.5400000000;7.0000000000;0.0460000000;58.0000000000;176.0000000000;0.9945400000;3.1900000000;0.7000000000;10.4000000000;5;24019803,5752142;129
white;6.2000000000;0.7600000000;0.0100000000;3.2000000000;0.0410000000;18.0000000000;120.0000000000;0.9902600000;3.2000000000;0.9400000000;13.7000000000;7;16538251,6421512;91
white;6.2000000000;0.2400000000;0.2200000000;7.9000000000;0.0530000000;45.0000000000;149.0000000000;0.9954500000;3.2300000000;0.5200000000;9.3000000000;5;44266980,4166382;214
white;6.2000000000;0.2500000000;0.3100000000;3.2000000000;0.0300000000;32.0000000000;150.0000000000;0.9901400000;3.1800000000;0.3100000000;12.0000000000;6;40047662,4928874;193
white;6.2000000000;0.2700000000;0.4900000000;1.4000000000;0.0500000000;20.0000000000;74.0000000000;0.9931000000;3.3200000000;0.4400000000;9.8000000000;6;36879506,5016755;184
white;6.2000000000;0.3600000000;0.2200000000;5.2500000000;0.0380000000;44.0000000000;145.0000000000;0.9918400000;3.2200000000;0.4000000000;11.2000000000;6;31120166,5650811;155
white;6.2000000000;0.2800000000;0.4100000000;5.0000000000;0.0430000000;50.0000000000;188.0000000000;0.9931800000;3.2300000000;0.6400000000;10.8000000000;6;31473397,2038252;158
white;6.2000000000;0.2100000000;0.2900000000;1.6000000000;0.0390000000;24.0000000000;92.0000000000;0.9911400000;3.2700000000;0.5000000000;11.2000000000;6;86969554,4664583;436
white;6.2000000000;0.2400000000;0.2200000000;7.9000000000;0.0530000000;45.0000000000;149.0000000000;0.9954500000;3.2300000000;0.5200000000;9.3000000000;5;78043227,348515;400
white;6.2000000000;0.2500000000;0.5400000000;7.0000000000;0.0460000000;58.0000000000;176.0000000000;0.9945400000;3.1900000000;0.7000000000;10.4000000000;5;79066970,2123873;405
white;6.2000000000;0.2700000000;0.1800000000;1.5000000000;0.0280000000;20.0000000000;111.0000000000;0.9922800000;3.4100000000;0.5000000000;10.0000000000;5;87654135,7164434;441
white;6.2000000000;0.3100000000;0.2300000000;3.3000000000;0.0520000000;34.0000000000;113.0000000000;0.9942900000;3.1600000000;0.4800000000;8.4000000000;5;94228122,1577098;474
white;6.2000000000;0.1800000000;0.4900000000;4.5000000000;0.0470000000;17.0000000000;90.0000000000;0.9919000000;3.2700000000;0.3700000000;11.6000000000;6;95079353,8080776;479
white;6.2000000000;0.1600000000;0.4700000000;1.4000000000;0.0290000000;23.0000000000;81.0000000000;0.9900000000;3.2600000000;0.4200000000;12.2000000000;6;96611317,5521247;488
white;6.2000000000;0.4400000000;0.1800000000;7.7000000000;0.0960000000;28.0000000000;210.0000000000;0.9977100000;3.5600000000;0.7200000000;9.2000000000;5;96901861,7979854;491
white;6.2000000000;0.2500000000;0.5400000000;7.0000000000;0.0460000000;58.0000000000;176.0000000000;0.9945400000;3.1900000000;0.7000000000;10.4000000000;5;98004569,6424665;497
red;6.2000000000;0.6400000000;0.0900000000;2.5000000000;0.0810000000;15.0000000000;26.0000000000;0.9953800000;3.5700000000;0.6300000000;12.0000000000;5;255730962,366158;404
red;6.2000000000;0.5600000000;0.0900000000;1.7000000000;0.0530000000;24.0000000000;32.0000000000;0.9940200000;3.5400000000;0.6000000000;11.3000000000;5;215918822,976908;334
red;6.2000000000;0.5800000000;0.0000000000;1.6000000000;0.0650000000;8.0000000000;18.0000000000;0.9966000000;3.5600000000;0.8400000000;9.4000000000;5;152643972,977375;259
red;6.2000000000;0.4300000000;0.2200000000;1.8000000000;0.0780000000;21.0000000000;56.0000000000;0.9963300000;3.5200000000;0.6000000000;9.5000000000;6;91109048,7301631;165
red;6.2000000000;0.5100000000;0.1400000000;1.9000000000;0.0560000000;15.0000000000;34.0000000000;0.9939600000;3.4800000000;0.5700000000;11.5000000000;6;21463882,2974355;41
red;6.2000000000;0.3600000000;0.2400000000;2.2000000000;0.0950000000;19.0000000000;42.0000000000;0.9946000000;3.5700000000;0.5700000000;11.7000000000;6;57623324,1580659;107
red;6.2000000000;0.6000000000;0.0800000000;2.0000000000;0.0900000000;32.0000000000;44.0000000000;0.9949000000;3.4500000000;0.5800000000;10.5000000000;5;41533187,2324694;78
red;6.3000000000;0.7600000000;0.0000000000;2.9000000000;0.0720000000;26.0000000000;52.0000000000;0.9937900000;3.5100000000;0.6000000000;11.5000000000;6;20946636,4356054;40
red;6.3000000000;0.5500000000;0.1500000000;1.8000000000;0.0770000000;26.0000000000;35.0000000000;0.9931400000;3.3200000000;0.8200000000;11.6000000000;6;27061908,7778065;52
red;6.3000000000;0.5700000000;0.2800000000;2.1000000000;0.0480000000;13.0000000000;49.0000000000;0.9937400000;3.4100000000;0.6000000000;12.8000000000;5;98584476,2858085;174
