type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol
red;11.1000000000;0.3100000000;0.5300000000;2.2000000000;0.0600000000;3.0000000000;10.0000000000;0.9957200000;3.0200000000;0.8300000000;10.9000000000
red;12.9000000000;0.3500000000;0.4900000000;5.8000000000;0.0660000000;5.0000000000;35.0000000000;1.0014000000;3.2000000000;0.6600000000;12.0000000000
red;5.2000000000;0.4800000000;0.0400000000;1.6000000000;0.0540000000;19.0000000000;106.0000000000;0.9927000000;3.5400000000;0.6200000000;12.2000000000
red;7.2000000000;0.6200000000;0.0600000000;2.5000000000;0.0780000000;17.0000000000;84.0000000000;0.9974600000;3.5100000000;0.5300000000;9.7000000000
red;6.7000000000;0.8600000000;0.0700000000;2.0000000000;0.1000000000;20.0000000000;57.0000000000;0.9959800000;3.6000000000;0.7400000000;11.7000000000
red;6.8000000000;0.9150000000;0.2900000000;4.8000000000;0.0700000000;15.0000000000;39.0000000000;0.9957700000;3.5300000000;0.5400000000;11.1000000000
red;6.9000000000;0.4100000000;0.3100000000;2.0000000000;0.0790000000;21.0000000000;51.0000000000;0.9966800000;3.4700000000;0.5500000000;9.5000000000
red;8.5000000000;0.4600000000;0.5900000000;1.4000000000;0.4140000000;16.0000000000;45.0000000000;0.9970200000;3.0300000000;1.3400000000;9.2000000000
red;8.6000000000;0.4700000000;0.4700000000;2.4000000000;0.0740000000;7.0000000000;29.0000000000;0.9979000000;3.0800000000;0.4600000000;9.5000000000
red;7.4000000000;1.1850000000;0.0000000000;4.2500000000;0.0970000000;5.0000000000;14.0000000000;0.9966000000;3.6300000000;0.5400000000;10.7000000000
red;7.2000000000;0.6300000000;0.0000000000;1.9000000000;0.0970000000;14.0000000000;38.0000000000;0.9967500000;3.3700000000;0.5800000000;9.0000000000
red;9.9000000000;0.5700000000;0.2500000000;2.0000000000;0.1040000000;12.0000000000;89.0000000000;0.9963000000;3.0400000000;0.9000000000;10.1000000000
red;8.4000000000;0.3700000000;0.4300000000;2.3000000000;0.0630000000;12.0000000000;19.0000000000;0.9955000000;3.1700000000;0.8100000000;11.2000000000
red;10.1000000000;0.3100000000;0.4400000000;2.3000000000;0.0800000000;22.0000000000;46.0000000000;0.9988000000;3.3200000000;0.6700000000;9.7000000000
red;7.0000000000;0.5600000000;0.1300000000;1.6000000000;0.0770000000;25.0000000000;42.0000000000;0.9962900000;3.3400000000;0.5900000000;9.2000000000
red;5.1000000000;0.5100000000;0.1800000000;2.1000000000;0.0420000000;16.0000000000;101.0000000000;0.9924000000;3.4600000000;0.8700000000;12.9000000000
red;5.8000000000;0.2900000000;0.2600000000;1.7000000000;0.0630000000;3.0000000000;11.0000000000;0.9915000000;3.3900000000;0.5400000000;13.5000000000
red;7.2000000000;0.5300000000;0.1400000000;2.1000000000;0.0640000000;15.0000000000;29.0000000000;0.9932300000;3.3500000000;0.6100000000;12.1000000000
red;5.0000000000;0.4000000000;0.5000000000;4.3000000000;0.0460000000;29.0000000000;80.0000000000;0.9902000000;3.4900000000;0.6600000000;13.6000000000
red;10.8000000000;0.4500000000;0.3300000000;2.5000000000;0.0990000000;20.0000000000;38.0000000000;0.9981800000;3.2400000000;0.7100000000;10.8000000000
red;6.4000000000;0.4200000000;0.0900000000;2.3000000000;0.0540000000;34.0000000000;64.0000000000;0.9972400000;3.4100000000;0.6800000000;10.4000000000
red;9.0000000000;0.8000000000;0.1200000000;2.4000000000;0.0830000000;8.0000000000;28.0000000000;0.9983600000;3.3300000000;0.6500000000;10.4000000000
red;6.4000000000;0.8650000000;0.0300000000;3.2000000000;0.0710000000;27.0000000000;58.0000000000;0.9950000000;3.6100000000;0.4900000000;12.7000000000
red;7.8000000000;0.7350000000;0.0800000000;2.4000000000;0.0920000000;10.0000000000;41.0000000000;0.9974000000;3.2400000000;0.7100000000;9.8000000000
red;7.5000000000;0.4200000000;0.3200000000;2.7000000000;0.0670000000;7.0000000000;25.0000000000;0.9962800000;3.2400000000;0.4400000000;10.4000000000
red;7.8000000000;0.8150000000;0.0100000000;2.6000000000;0.0740000000;48.0000000000;90.0000000000;0.9962100000;3.3800000000;0.6200000000;10.8000000000
red;6.8000000000;0.6900000000;0.0000000000;5.6000000000;0.1240000000;21.0000000000;58.0000000000;0.9997000000;3.4600000000;0.7200000000;10.2000000000
red;9.2000000000;0.3100000000;0.3600000000;2.2000000000;0.0790000000;11.0000000000;31.0000000000;0.9961500000;3.3300000000;0.8600000000;12.0000000000
red;5.1000000000;0.4700000000;0.0200000000;1.3000000000;0.0340000000;18.0000000000;44.0000000000;0.9921000000;3.9000000000;0.6200000000;12.8000000000
red;10.0000000000;0.4400000000;0.4900000000;2.7000000000;0.0770000000;11.0000000000;19.0000000000;0.9963000000;3.2300000000;0.6300000000;11.6000000000
red;9.3000000000;0.3800000000;0.4800000000;3.8000000000;0.1320000000;3.0000000000;11.0000000000;0.9957700000;3.2300000000;0.5700000000;13.2000000000
red;8.1000000000;1.3300000000;0.0000000000;1.8000000000;0.0820000000;3.0000000000;12.0000000000;0.9964000000;3.5400000000;0.4800000000;10.9000000000
red;7.8000000000;0.5500000000;0.0000000000;1.7000000000;0.0700000000;7.0000000000;17.0000000000;0.9965900000;3.2600000000;0.6400000000;9.4000000000
red;10.2000000000;0.2900000000;0.6500000000;2.4000000000;0.0750000000;6.0000000000;17.0000000000;0.9956500000;3.2200000000;0.6300000000;11.8000000000
red;8.7000000000;0.4100000000;0.4100000000;6.2000000000;0.0780000000;25.0000000000;42.0000000000;0.9953000000;3.2400000000;0.7700000000;12.6000000000
red;7.1000000000;0.7500000000;0.0100000000;2.2000000000;0.0590000000;11.0000000000;18.0000000000;0.9924200000;3.3900000000;0.4000000000;12.8000000000
red;8.1000000000;0.8200000000;0.0000000000;4.1000000000;0.0950000000;5.0000000000;14.0000000000;0.9985400000;3.3600000000;0.5300000000;9.6000000000
red;8.0000000000;0.7700000000;0.3200000000;2.1000000000;0.0790000000;16.0000000000;74.0000000000;0.9965600000;3.2700000000;0.5000000000;9.8000000000
red;12.5000000000;0.2800000000;0.5400000000;2.3000000000;0.0820000000;12.0000000000;29.0000000000;0.9997000000;3.1100000000;1.3600000000;9.8000000000
red;6.5000000000;0.3900000000;0.2300000000;8.3000000000;0.0510000000;28.0000000000;91.0000000000;0.9952000000;3.4400000000;0.5500000000;12.1000000000
red;7.1000000000;0.5600000000;0.1400000000;1.6000000000;0.0780000000;7.0000000000;18.0000000000;0.9959200000;3.2700000000;0.6200000000;9.3000000000
red;9.3000000000;0.3600000000;0.3900000000;1.5000000000;0.0800000000;41.0000000000;55.0000000000;0.9965200000;3.4700000000;0.7300000000;10.9000000000
red;10.0000000000;0.4100000000;0.4500000000;6.2000000000;0.0710000000;6.0000000000;14.0000000000;0.9970200000;3.2100000000;0.4900000000;11.8000000000
red;10.7000000000;0.4000000000;0.4800000000;2.1000000000;0.1250000000;15.0000000000;49.0000000000;0.9980000000;3.0300000000;0.8100000000;9.7000000000
red;7.4000000000;0.3500000000;0.3300000000;2.4000000000;0.0680000000;9.0000000000;26.0000000000;0.9947000000;3.3600000000;0.6000000000;11.9000000000
red;8.9000000000;0.4800000000;0.5300000000;4.0000000000;0.1010000000;3.0000000000;10.0000000000;0.9958600000;3.2100000000;0.5900000000;12.1000000000
red;7.9000000000;0.6000000000;0.0600000000;1.6000000000;0.0690000000;15.0000000000;59.0000000000;0.9964000000;3.3000000000;0.4600000000;9.4000000000
red;8.8000000000;0.3100000000;0.4000000000;2.8000000000;0.1090000000;7.0000000000;16.0000000000;0.9961400000;3.3100000000;0.7900000000;11.8000000000
red;8.1000000000;0.5300000000;0.2200000000;2.2000000000;0.0780000000;33.0000000000;89.0000000000;0.9967800000;3.2600000000;0.4600000000;9.6000000000
red;10.7000000000;0.9000000000;0.3400000000;6.6000000000;0.1120000000;23.0000000000;99.0000000000;1.0028900000;3.2200000000;0.6800000000;9.3000000000
red;6.6000000000;0.7250000000;0.2000000000;7.8000000000;0.0730000000;29.0000000000;79.0000000000;0.9977000000;3.2900000000;0.5400000000;9.2000000000
red;7.6000000000;0.5200000000;0.1200000000;3.0000000000;0.0670000000;12.0000000000;53.0000000000;0.9971000000;3.3600000000;0.5700000000;9.1000000000
red;7.3000000000;0.5500000000;0.0300000000;1.6000000000;0.0720000000;17.0000000000;42.0000000000;0.9956000000;3.3700000000;0.4800000000;9.0000000000
red;8.9000000000;0.6200000000;0.1900000000;3.9000000000;0.1700000000;51.0000000000;148.0000000000;0.9986000000;3.1700000000;0.9300000000;9.2000000000
red;8.4000000000;0.5600000000;0.0800000000;2.1000000000;0.1050000000;16.0000000000;44.0000000000;0.9958000000;3.1300000000;0.5200000000;11.0000000000
red;8.0000000000;0.5700000000;0.2300000000;3.2000000000;0.0730000000;17.0000000000;119.0000000000;0.9967500000;3.2600000000;0.5700000000;9.3000000000
red;15.5000000000;0.6450000000;0.4900000000;4.2000000000;0.0950000000;10.0000000000;23.0000000000;1.0031500000;2.9200000000;0.7400000000;11.1000000000
red;6.9000000000;0.5600000000;0.0300000000;1.5000000000;0.0860000000;36.0000000000;46.0000000000;0.9952200000;3.5300000000;0.5700000000;10.6000000000
red;8.2000000000;0.3500000000;0.3300000000;2.4000000000;0.0760000000;11.0000000000;47.0000000000;0.9959900000;3.2700000000;0.8100000000;11.0000000000
red;8.8000000000;0.2400000000;0.5400000000;2.5000000000;0.0830000000;25.0000000000;57.0000000000;0.9983000000;3.3900000000;0.5400000000;9.2000000000
red;9.4000000000;0.2400000000;0.3300000000;2.3000000000;0.0610000000;52.0000000000;73.0000000000;0.9978600000;3.4700000000;0.9000000000;10.2000000000
red;6.8000000000;0.4800000000;0.2500000000;2.0000000000;0.0760000000;29.0000000000;61.0000000000;0.9953000000;3.3400000000;0.6000000000;10.4000000000
red;8.3000000000;0.4900000000;0.3600000000;1.8000000000;0.2220000000;6.0000000000;16.0000000000;0.9980000000;3.1800000000;0.6000000000;9.5000000000
red;7.2000000000;0.3400000000;0.2100000000;2.5000000000;0.0750000000;41.0000000000;68.0000000000;0.9958600000;3.3700000000;0.5400000000;10.1000000000
red;10.4000000000;0.2400000000;0.4900000000;1.8000000000;0.0750000000;6.0000000000;20.0000000000;0.9977000000;3.1800000000;1.0600000000;11.0000000000
red;7.4000000000;0.6200000000;0.0500000000;1.9000000000;0.0680000000;24.0000000000;42.0000000000;0.9961000000;3.4200000000;0.5700000000;11.5000000000
red;9.0000000000;0.4500000000;0.4900000000;2.6000000000;0.0840000000;21.0000000000;75.0000000000;0.9987000000;3.3500000000;0.5700000000;9.7000000000
red;6.5000000000;0.5800000000;0.0000000000;2.2000000000;0.0960000000;3.0000000000;13.0000000000;0.9955700000;3.6200000000;0.6200000000;11.5000000000
red;7.1000000000;0.6800000000;0.0700000000;1.9000000000;0.0750000000;16.0000000000;51.0000000000;0.9968500000;3.3800000000;0.5200000000;9.5000000000
red;8.9000000000;0.3100000000;0.3600000000;2.6000000000;0.0560000000;10.0000000000;39.0000000000;0.9956200000;3.4000000000;0.6900000000;11.8000000000
red;6.2000000000;0.5200000000;0.0800000000;4.4000000000;0.0710000000;11.0000000000;32.0000000000;0.9964600000;3.5600000000;0.6300000000;11.6000000000
red;6.8000000000;0.6700000000;0.0200000000;1.8000000000;0.0500000000;5.0000000000;11.0000000000;0.9962000000;3.4800000000;0.5200000000;9.5000000000
red;11.5000000000;0.5400000000;0.7100000000;4.4000000000;0.1240000000;6.0000000000;15.0000000000;0.9984000000;3.0100000000;0.8300000000;11.8000000000
red;7.9000000000;0.7200000000;0.1700000000;2.6000000000;0.0960000000;20.0000000000;38.0000000000;0.9978000000;3.4000000000;0.5300000000;9.5000000000
red;9.0000000000;0.4300000000;0.3400000000;2.5000000000;0.0800000000;26.0000000000;86.0000000000;0.9987000000;3.3800000000;0.6200000000;9.5000000000
red;7.7000000000;0.2300000000;0.3700000000;1.8000000000;0.0460000000;23.0000000000;60.0000000000;0.9971000000;3.4100000000;0.7100000000;12.1000000000
red;6.9000000000;1.0900000000;0.0600000000;2.1000000000;0.0610000000;12.0000000000;31.0000000000;0.9948000000;3.5100000000;0.4300000000;11.4000000000
red;12.5000000000;0.5600000000;0.4900000000;2.4000000000;0.0640000000;5.0000000000;27.0000000000;0.9999000000;3.0800000000;0.8700000000;10.9000000000
red;10.1000000000;0.3100000000;0.3500000000;1.6000000000;0.0750000000;9.0000000000;28.0000000000;0.9967200000;3.2400000000;0.8300000000;11.2000000000
red;11.3000000000;0.3400000000;0.4500000000;2.0000000000;0.0820000000;6.0000000000;15.0000000000;0.9988000000;2.9400000000;0.6600000000;9.2000000000
red;9.6000000000;0.6000000000;0.5000000000;2.3000000000;0.0790000000;28.0000000000;71.0000000000;0.9997000000;3.5000000000;0.5700000000;9.7000000000
red;6.8000000000;0.3600000000;0.3200000000;1.8000000000;0.0670000000;4.0000000000;8.0000000000;0.9928000000;3.3600000000;0.5500000000;12.8000000000
red;6.2000000000;0.6400000000;0.0900000000;2.5000000000;0.0810000000;15.0000000000;26.0000000000;0.9953800000;3.5700000000;0.6300000000;12.0000000000
red;8.0000000000;0.4200000000;0.1700000000;2.0000000000;0.0730000000;6.0000000000;18.0000000000;0.9972000000;3.2900000000;0.6100000000;9.2000000000
red;8.3000000000;0.6500000000;0.1000000000;2.9000000000;0.0890000000;17.0000000000;40.0000000000;0.9980300000;3.2900000000;0.5500000000;9.5000000000
red;6.7000000000;0.7500000000;0.1200000000;2.0000000000;0.0860000000;12.0000000000;80.0000000000;0.9958000000;3.3800000000;0.5200000000;10.1000000000
red;7.8000000000;0.4300000000;0.7000000000;1.9000000000;0.4640000000;22.0000000000;67.0000000000;0.9974000000;3.1300000000;1.2800000000;9.4000000000
red;7.2000000000;0.5600000000;0.2600000000;2.0000000000;0.0830000000;13.0000000000;100.0000000000;0.9958600000;3.2600000000;0.5200000000;9.9000000000
red;7.4000000000;0.6400000000;0.1700000000;5.4000000000;0.1680000000;52.0000000000;98.0000000000;0.9973600000;3.2800000000;0.5000000000;9.5000000000
red;10.0000000000;0.2900000000;0.4000000000;2.9000000000;0.0980000000;10.0000000000;26.0000000000;1.0006000000;3.4800000000;0.9100000000;9.7000000000
red;9.9000000000;0.3500000000;0.3800000000;1.5000000000;0.0580000000;31.0000000000;47.0000000000;0.9967600000;3.2600000000;0.8200000000;10.6000000000
red;10.5000000000;0.4200000000;0.6600000000;2.9500000000;0.1160000000;12.0000000000;29.0000000000;0.9970000000;3.2400000000;0.7500000000;11.7000000000
red;8.0000000000;0.7050000000;0.0500000000;1.9000000000;0.0740000000;8.0000000000;19.0000000000;0.9962000000;3.3400000000;0.9500000000;10.5000000000
red;6.6000000000;0.8800000000;0.0400000000;2.2000000000;0.0660000000;12.0000000000;20.0000000000;0.9963600000;3.5300000000;0.5600000000;9.9000000000
red;9.3000000000;0.7150000000;0.2400000000;2.1000000000;0.0700000000;5.0000000000;20.0000000000;0.9966000000;3.1200000000;0.5900000000;9.9000000000
red;8.9000000000;0.5650000000;0.3400000000;3.0000000000;0.0930000000;16.0000000000;112.0000000000;0.9998000000;3.3800000000;0.6100000000;9.5000000000
red;6.3000000000;0.5700000000;0.2800000000;2.1000000000;0.0480000000;13.0000000000;49.0000000000;0.9937400000;3.4100000000;0.6000000000;12.8000000000
red;8.3000000000;0.2800000000;0.4800000000;2.1000000000;0.0930000000;6.0000000000;12.0000000000;0.9940800000;3.2600000000;0.6200000000;12.4000000000
red;7.2000000000;0.5300000000;0.1300000000;2.0000000000;0.0580000000;18.0000000000;22.0000000000;0.9957300000;3.2100000000;0.6800000000;9.9000000000
red;7.2000000000;0.3800000000;0.3000000000;1.8000000000;0.0730000000;31.0000000000;70.0000000000;0.9968500000;3.4200000000;0.5900000000;9.5000000000
red;6.4000000000;0.3900000000;0.3300000000;3.3000000000;0.0460000000;12.0000000000;53.0000000000;0.9929400000;3.3600000000;0.6200000000;12.2000000000
red;7.6000000000;0.4300000000;0.2900000000;2.1000000000;0.0750000000;19.0000000000;66.0000000000;0.9971800000;3.4000000000;0.6400000000;9.5000000000
red;10.0000000000;0.3100000000;0.4700000000;2.6000000000;0.0850000000;14.0000000000;33.0000000000;0.9996500000;3.3600000000;0.8000000000;10.5000000000
red;6.9000000000;0.7650000000;0.0200000000;2.3000000000;0.0630000000;35.0000000000;63.0000000000;0.9975000000;3.5700000000;0.7800000000;9.9000000000
red;9.0000000000;0.8200000000;0.0500000000;2.4000000000;0.0810000000;26.0000000000;96.0000000000;0.9981400000;3.3600000000;0.5300000000;10.0000000000
red;9.8000000000;0.5000000000;0.4900000000;2.6000000000;0.2500000000;5.0000000000;20.0000000000;0.9990000000;3.3100000000;0.7900000000;10.7000000000
red;10.7000000000;0.5200000000;0.3800000000;2.6000000000;0.0660000000;29.0000000000;56.0000000000;0.9957700000;3.1500000000;0.7900000000;12.1000000000
red;8.9000000000;0.6200000000;0.1800000000;3.8000000000;0.1760000000;52.0000000000;145.0000000000;0.9986000000;3.1600000000;0.8800000000;9.2000000000
red;8.8000000000;0.6000000000;0.2900000000;2.2000000000;0.0980000000;5.0000000000;15.0000000000;0.9988000000;3.3600000000;0.4900000000;9.1000000000
red;10.7000000000;0.3500000000;0.5300000000;2.6000000000;0.0700000000;5.0000000000;16.0000000000;0.9972000000;3.1500000000;0.6500000000;11.0000000000
red;5.8000000000;1.0100000000;0.6600000000;2.0000000000;0.0390000000;15.0000000000;88.0000000000;0.9935700000;3.6600000000;0.6000000000;11.5000000000
red;7.4000000000;0.3700000000;0.4300000000;2.6000000000;0.0820000000;18.0000000000;82.0000000000;0.9970800000;3.3300000000;0.6800000000;9.7000000000
red;6.6000000000;0.5000000000;0.0400000000;2.1000000000;0.0680000000;6.0000000000;14.0000000000;0.9955000000;3.3900000000;0.6400000000;9.4000000000
red;5.0000000000;0.7400000000;0.0000000000;1.2000000000;0.0410000000;16.0000000000;46.0000000000;0.9925800000;4.0100000000;0.5900000000;12.5000000000
red;8.0000000000;0.5200000000;0.2500000000;2.0000000000;0.0780000000;19.0000000000;59.0000000000;0.9961200000;3.3000000000;0.4800000000;10.2000000000
red;5.2000000000;0.6450000000;0.0000000000;2.1500000000;0.0800000000;15.0000000000;28.0000000000;0.9944400000;3.7800000000;0.6100000000;12.5000000000
red;8.5000000000;0.4900000000;0.1100000000;2.3000000000;0.0840000000;9.0000000000;67.0000000000;0.9968000000;3.1700000000;0.5300000000;9.4000000000
red;7.9000000000;0.5200000000;0.2600000000;1.9000000000;0.0790000000;42.0000000000;140.0000000000;0.9964000000;3.2300000000;0.5400000000;9.5000000000
red;5.8000000000;0.6100000000;0.1100000000;1.8000000000;0.0660000000;18.0000000000;28.0000000000;0.9948300000;3.5500000000;0.6600000000;10.9000000000
red;6.4000000000;0.5600000000;0.1500000000;1.8000000000;0.0780000000;17.0000000000;65.0000000000;0.9929400000;3.3300000000;0.6000000000;10.5000000000
red;7.5000000000;0.5900000000;0.2200000000;1.8000000000;0.0820000000;43.0000000000;60.0000000000;0.9949900000;3.1000000000;0.4200000000;9.2000000000
red;9.6000000000;0.8800000000;0.2800000000;2.4000000000;0.0860000000;30.0000000000;147.0000000000;0.9979000000;3.2400000000;0.5300000000;9.4000000000
red;10.2000000000;0.2900000000;0.4900000000;2.6000000000;0.0590000000;5.0000000000;13.0000000000;0.9976000000;3.0500000000;0.7400000000;10.5000000000
red;7.4000000000;0.6400000000;0.0700000000;1.8000000000;0.1000000000;8.0000000000;23.0000000000;0.9961000000;3.3000000000;0.5800000000;9.6000000000
red;7.2000000000;0.5200000000;0.0700000000;1.4000000000;0.0740000000;5.0000000000;20.0000000000;0.9973000000;3.3200000000;0.8100000000;9.6000000000
red;8.3000000000;0.6100000000;0.3000000000;2.1000000000;0.0840000000;11.0000000000;50.0000000000;0.9972000000;3.4000000000;0.6100000000;10.2000000000
red;8.0000000000;0.6000000000;0.2200000000;2.1000000000;0.0800000000;25.0000000000;105.0000000000;0.9961300000;3.3000000000;0.4900000000;9.9000000000
red;9.4000000000;0.3000000000;0.5600000000;2.8000000000;0.0800000000;6.0000000000;17.0000000000;0.9964000000;3.1500000000;0.9200000000;11.7000000000
red;9.1000000000;0.7650000000;0.0400000000;1.6000000000;0.0780000000;4.0000000000;14.0000000000;0.9980000000;3.2900000000;0.5400000000;9.7000000000
red;7.0000000000;0.6000000000;0.3000000000;4.5000000000;0.0680000000;20.0000000000;110.0000000000;0.9991400000;3.3000000000;1.1700000000;10.2000000000
red;10.0000000000;0.4600000000;0.4400000000;2.9000000000;0.0650000000;4.0000000000;8.0000000000;0.9967400000;3.3300000000;0.6200000000;12.2000000000
red;12.7000000000;0.6000000000;0.6500000000;2.3000000000;0.0630000000;6.0000000000;25.0000000000;0.9997000000;3.0300000000;0.5700000000;9.9000000000
red;8.6000000000;0.6850000000;0.1000000000;1.6000000000;0.0920000000;3.0000000000;12.0000000000;0.9974500000;3.3100000000;0.6500000000;9.5500000000
red;6.5000000000;0.4600000000;0.1400000000;2.4000000000;0.1140000000;9.0000000000;37.0000000000;0.9973200000;3.6600000000;0.6500000000;9.8000000000
red;9.2000000000;0.5200000000;1.0000000000;3.4000000000;0.6100000000;32.0000000000;69.0000000000;0.9996000000;2.7400000000;2.0000000000;9.4000000000
red;12.5000000000;0.3700000000;0.5500000000;2.6000000000;0.0830000000;25.0000000000;68.0000000000;0.9995000000;3.1500000000;0.8200000000;10.4000000000
red;7.0000000000;0.6900000000;0.0800000000;1.8000000000;0.0970000000;22.0000000000;89.0000000000;0.9959000000;3.3400000000;0.5400000000;9.2000000000
red;7.2000000000;0.3600000000;0.4600000000;2.1000000000;0.0740000000;24.0000000000;44.0000000000;0.9953400000;3.4000000000;0.8500000000;11.0000000000
red;8.2000000000;0.4300000000;0.2900000000;1.6000000000;0.0810000000;27.0000000000;45.0000000000;0.9960300000;3.2500000000;0.5400000000;10.3000000000
red;9.7000000000;0.3100000000;0.4700000000;1.6000000000;0.0620000000;13.0000000000;33.0000000000;0.9983000000;3.2700000000;0.6600000000;10.0000000000
red;7.6000000000;0.7400000000;0.0000000000;1.9000000000;0.1000000000;6.0000000000;12.0000000000;0.9952100000;3.3600000000;0.5900000000;11.0000000000
red;8.3000000000;0.5800000000;0.1300000000;2.9000000000;0.0960000000;14.0000000000;63.0000000000;0.9984000000;3.1700000000;0.6200000000;9.1000000000
red;9.3000000000;0.5000000000;0.3600000000;1.8000000000;0.0840000000;6.0000000000;17.0000000000;0.9970400000;3.2700000000;0.7700000000;10.8000000000
red;8.3000000000;0.5300000000;0.0000000000;1.4000000000;0.0700000000;6.0000000000;14.0000000000;0.9959300000;3.2500000000;0.6400000000;10.0000000000
red;5.2000000000;0.3200000000;0.2500000000;1.8000000000;0.1030000000;13.0000000000;50.0000000000;0.9957000000;3.3800000000;0.5500000000;9.2000000000
red;7.6000000000;0.6850000000;0.2300000000;2.3000000000;0.1110000000;20.0000000000;84.0000000000;0.9964000000;3.2100000000;0.6100000000;9.3000000000
red;10.4000000000;0.4400000000;0.7300000000;6.5500000000;0.0740000000;38.0000000000;76.0000000000;0.9990000000;3.1700000000;0.8500000000;12.0000000000
red;7.9000000000;0.5800000000;0.2300000000;2.3000000000;0.0760000000;23.0000000000;94.0000000000;0.9968600000;3.2100000000;0.5800000000;9.5000000000
red;6.1000000000;0.5900000000;0.0100000000;2.1000000000;0.0560000000;5.0000000000;13.0000000000;0.9947200000;3.5200000000;0.5600000000;11.4000000000
red;7.5000000000;0.5200000000;0.1600000000;1.9000000000;0.0850000000;12.0000000000;35.0000000000;0.9968000000;3.3800000000;0.6200000000;9.5000000000
red;10.6000000000;0.3600000000;0.5900000000;2.2000000000;0.1520000000;6.0000000000;18.0000000000;0.9986000000;3.0400000000;1.0500000000;9.4000000000
red;7.0000000000;0.8050000000;0.0000000000;2.5000000000;0.0680000000;7.0000000000;20.0000000000;0.9969000000;3.4800000000;0.5600000000;9.6000000000
red;9.8000000000;0.9800000000;0.3200000000;2.3000000000;0.0780000000;35.0000000000;152.0000000000;0.9980000000;3.2500000000;0.4800000000;9.4000000000
red;9.3000000000;0.3300000000;0.4500000000;1.5000000000;0.0570000000;19.0000000000;37.0000000000;0.9949800000;3.1800000000;0.8900000000;11.1000000000
red;7.0000000000;0.6200000000;0.0800000000;1.8000000000;0.0760000000;8.0000000000;24.0000000000;0.9978000000;3.4800000000;0.5300000000;9.0000000000
red;9.3000000000;0.3900000000;0.4000000000;2.6000000000;0.0730000000;10.0000000000;26.0000000000;0.9984000000;3.3400000000;0.7500000000;10.2000000000
red;7.5000000000;1.1150000000;0.1000000000;3.1000000000;0.0860000000;5.0000000000;12.0000000000;0.9958000000;3.5400000000;0.6000000000;11.2000000000
red;7.5000000000;0.3800000000;0.4800000000;2.6000000000;0.0730000000;22.0000000000;84.0000000000;0.9972000000;3.3200000000;0.7000000000;9.6000000000
red;9.9000000000;0.5000000000;0.5000000000;13.8000000000;0.2050000000;48.0000000000;82.0000000000;1.0024200000;3.1600000000;0.7500000000;8.8000000000
red;7.2000000000;0.3800000000;0.3800000000;2.8000000000;0.0680000000;23.0000000000;42.0000000000;0.9935600000;3.3400000000;0.7200000000;12.9000000000
red;10.1000000000;0.3800000000;0.5000000000;2.4000000000;0.1040000000;6.0000000000;13.0000000000;0.9964300000;3.2200000000;0.6500000000;11.6000000000
