type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rnum
white;7.4000000000;0.1700000000;0.4000000000;5.5000000000;0.0370000000;34.0000000000;161.0000000000;0.9935000000;3.0500000000;0.6200000000;11.5000000000;4;29
white;8.0000000000;0.2300000000;0.3700000000;9.6000000000;0.0540000000;23.0000000000;159.0000000000;0.9979500000;3.3200000000;0.4700000000;9.8000000000;4;30
white;8.4000000000;0.1900000000;0.4200000000;1.6000000000;0.0470000000;9.0000000000;101.0000000000;0.9940000000;3.0600000000;0.6500000000;11.1000000000;4;31
white;8.3000000000;0.2700000000;0.4500000000;1.3000000000;0.0480000000;8.0000000000;72.0000000000;0.9944000000;3.0800000000;0.6100000000;10.3000000000;4;32
white;8.0000000000;0.3200000000;0.2600000000;1.2000000000;0.0500000000;11.5000000000;88.0000000000;0.9946000000;3.2400000000;0.3700000000;9.5000000000;4;33
white;6.8000000000;0.7050000000;0.2500000000;3.2000000000;0.0480000000;10.0000000000;57.0000000000;0.9960000000;3.3600000000;0.5200000000;9.5000000000;4;34
white;8.2000000000;0.2600000000;0.4400000000;1.3000000000;0.0460000000;7.0000000000;69.0000000000;0.9944000000;3.1400000000;0.6200000000;10.2000000000;4;35
white;7.0000000000;0.2400000000;0.1800000000;1.3000000000;0.0460000000;9.0000000000;62.0000000000;0.9940000000;3.3800000000;0.4700000000;10.1000000000;4;36
white;8.0000000000;0.5500000000;0.1700000000;8.2000000000;0.0400000000;13.0000000000;60.0000000000;0.9956000000;3.0900000000;0.3000000000;9.5000000000;4;37
white;6.3000000000;0.6000000000;0.4400000000;11.0000000000;0.0500000000;50.0000000000;245.0000000000;0.9972000000;3.1900000000;0.5700000000;9.3000000000;4;38
white;8.2000000000;0.6800000000;0.3000000000;2.1000000000;0.0470000000;17.0000000000;138.0000000000;0.9950000000;3.2200000000;0.7100000000;10.8000000000;4;39
white;7.3000000000;0.4900000000;0.3200000000;5.2000000000;0.0430000000;18.0000000000;104.0000000000;0.9952000000;3.2400000000;0.4500000000;10.7000000000;4;40
white;9.4000000000;0.2900000000;0.5500000000;2.2000000000;0.0500000000;17.0000000000;119.0000000000;0.9962000000;3.1200000000;0.6900000000;10.3000000000;4;41
white;5.3000000000;0.3000000000;0.2000000000;1.1000000000;0.0770000000;48.0000000000;166.0000000000;0.9944000000;3.3000000000;0.5400000000;8.7000000000;4;42
white;9.2000000000;0.2200000000;0.4000000000;2.4000000000;0.0540000000;18.0000000000;151.0000000000;0.9952000000;3.0400000000;0.4600000000;9.3000000000;4;43
white;6.5000000000;0.5200000000;0.1700000000;1.4000000000;0.0470000000;5.0000000000;26.0000000000;0.9932000000;3.2600000000;0.3200000000;10.0000000000;4;44
white;7.9000000000;0.1600000000;0.3000000000;4.8000000000;0.0370000000;37.0000000000;171.0000000000;0.9967000000;3.4700000000;0.4400000000;9.0000000000;4;45
white;7.6000000000;0.3300000000;0.3600000000;2.1000000000;0.0340000000;26.0000000000;172.0000000000;0.9944000000;3.4200000000;0.4800000000;10.5000000000;4;46
white;6.1000000000;0.6000000000;0.0000000000;1.3000000000;0.0420000000;24.0000000000;79.0000000000;0.9937000000;3.3100000000;0.3800000000;9.4000000000;4;47
white;8.0000000000;0.6600000000;0.7200000000;17.5500000000;0.0420000000;62.0000000000;233.0000000000;0.9999000000;2.9200000000;0.6800000000;9.4000000000;4;48
white;6.9000000000;0.3900000000;0.2200000000;4.3000000000;0.0300000000;10.0000000000;102.0000000000;0.9930000000;3.0000000000;0.8700000000;11.6000000000;4;49
white;6.9000000000;0.4100000000;0.2200000000;4.2000000000;0.0310000000;10.0000000000;102.0000000000;0.9930000000;3.0000000000;0.8600000000;11.6000000000;4;50
white;9.2000000000;0.3500000000;0.3900000000;0.9000000000;0.0420000000;15.0000000000;61.0000000000;0.9924000000;2.9600000000;0.2800000000;10.4000000000;4;51
white;6.9000000000;0.3200000000;0.1600000000;1.4000000000;0.0510000000;15.0000000000;96.0000000000;0.9940000000;3.2200000000;0.3800000000;9.5000000000;4;52
white;6.3000000000;0.3900000000;0.2400000000;6.9000000000;0.0690000000;9.0000000000;117.0000000000;0.9942000000;3.1500000000;0.3500000000;10.2000000000;4;53
white;9.2000000000;0.2800000000;0.4900000000;11.8000000000;0.0420000000;29.0000000000;137.0000000000;0.9980000000;3.1000000000;0.3400000000;10.1000000000;4;54
white;9.8000000000;0.2500000000;0.7400000000;10.0000000000;0.0560000000;36.0000000000;225.0000000000;0.9977000000;3.0600000000;0.4300000000;10.0000000000;4;55
white;7.0000000000;0.3900000000;0.2400000000;1.0000000000;0.0480000000;8.0000000000;119.0000000000;0.9923000000;3.0000000000;0.3100000000;10.1000000000;4;56
white;6.9000000000;0.2500000000;0.2400000000;3.6000000000;0.0570000000;13.0000000000;85.0000000000;0.9942000000;2.9900000000;0.4800000000;9.5000000000;4;57
white;6.9000000000;0.2500000000;0.2400000000;3.6000000000;0.0570000000;13.0000000000;85.0000000000;0.9942000000;2.9900000000;0.4800000000;9.5000000000;4;58
white;7.1000000000;0.5300000000;0.2400000000;0.8000000000;0.0290000000;29.0000000000;86.0000000000;0.9930000000;3.1600000000;0.3200000000;9.1000000000;4;59
white;6.2000000000;0.4300000000;0.4900000000;6.4000000000;0.0450000000;12.0000000000;115.0000000000;0.9963000000;3.2700000000;0.5700000000;9.0000000000;4;60
white;8.8000000000;0.3500000000;0.4900000000;1.0000000000;0.0360000000;14.0000000000;56.0000000000;0.9920000000;2.9600000000;0.3300000000;10.5000000000;4;61
white;8.5000000000;0.1700000000;0.4900000000;8.8000000000;0.0480000000;23.0000000000;108.0000000000;0.9947000000;2.8800000000;0.3400000000;10.5000000000;4;62
white;7.6000000000;0.3100000000;0.4900000000;13.4000000000;0.0620000000;50.0000000000;191.0000000000;0.9989000000;3.2200000000;0.5300000000;9.0000000000;4;63
white;7.1000000000;0.6400000000;0.4900000000;1.8000000000;0.0500000000;17.0000000000;128.0000000000;0.9946000000;3.3100000000;0.5800000000;10.6000000000;4;64
white;6.9000000000;0.2600000000;0.4900000000;1.6000000000;0.0580000000;39.0000000000;166.0000000000;0.9965000000;3.6500000000;0.5200000000;9.4000000000;4;65
white;8.2000000000;0.2900000000;0.4900000000;1.0000000000;0.0440000000;29.0000000000;118.0000000000;0.9928000000;3.2400000000;0.3600000000;10.9000000000;4;66
white;8.1000000000;0.2800000000;0.4600000000;15.4000000000;0.0590000000;32.0000000000;177.0000000000;1.0004000000;3.2700000000;0.5800000000;9.0000000000;4;67
white;9.0000000000;0.4300000000;0.3000000000;1.5000000000;0.0500000000;7.0000000000;175.0000000000;0.9951000000;3.1100000000;0.4500000000;9.7000000000;4;68
white;6.5000000000;0.2700000000;0.1900000000;4.2000000000;0.0460000000;6.0000000000;114.0000000000;0.9955000000;3.2500000000;0.3500000000;8.6000000000;4;69
white;7.0000000000;0.6100000000;0.2600000000;1.7000000000;0.0510000000;25.0000000000;161.0000000000;0.9946000000;3.3600000000;0.6000000000;10.6000000000;4;70
white;9.3000000000;0.2000000000;0.3300000000;1.7000000000;0.0500000000;28.0000000000;178.0000000000;0.9954000000;3.1600000000;0.4300000000;9.0000000000;4;71
white;8.4000000000;0.2900000000;0.2900000000;1.0500000000;0.0320000000;4.0000000000;55.0000000000;0.9908000000;2.9100000000;0.3200000000;11.4000000000;4;72
white;6.1000000000;0.3200000000;0.3700000000;1.8000000000;0.0510000000;13.0000000000;200.0000000000;0.9945000000;3.4900000000;0.4400000000;10.5000000000;4;73
white;7.2000000000;0.5000000000;0.0000000000;0.8000000000;0.0340000000;46.0000000000;114.0000000000;0.9932000000;3.1900000000;0.3400000000;9.2000000000;4;74
white;10.0000000000;0.9100000000;0.4200000000;1.6000000000;0.0560000000;34.0000000000;181.0000000000;0.9968000000;3.1100000000;0.4600000000;10.0000000000;4;75
white;7.6000000000;0.2600000000;0.3600000000;1.6000000000;0.0320000000;6.0000000000;106.0000000000;0.9930000000;3.1500000000;0.4000000000;10.4000000000;4;76
white;9.9000000000;1.0050000000;0.4600000000;1.4000000000;0.0460000000;34.0000000000;185.0000000000;0.9966000000;3.0200000000;0.4900000000;10.2000000000;4;77
white;6.4000000000;0.4300000000;0.2700000000;1.1000000000;0.0540000000;5.0000000000;110.0000000000;0.9939000000;3.2400000000;0.5200000000;9.1000000000;4;78
white;7.4000000000;0.4500000000;0.3200000000;7.1000000000;0.0440000000;17.0000000000;117.0000000000;0.9962000000;3.3200000000;0.4100000000;10.4000000000;4;79
white;6.8000000000;0.2000000000;0.2700000000;1.2000000000;0.0340000000;19.0000000000;68.0000000000;0.9902000000;3.1400000000;0.3700000000;11.7000000000;4;80
white;8.0000000000;0.1600000000;0.3600000000;1.5000000000;0.0330000000;14.0000000000;122.0000000000;0.9941000000;3.2000000000;0.3900000000;10.3000000000;4;81
white;9.8000000000;0.9300000000;0.4500000000;8.6000000000;0.0520000000;34.0000000000;187.0000000000;0.9994000000;3.1200000000;0.5900000000;10.2000000000;4;82
white;7.9000000000;0.2800000000;0.3200000000;3.6000000000;0.0380000000;9.0000000000;76.0000000000;0.9920000000;3.0500000000;0.3100000000;11.7000000000;4;83
white;6.3000000000;0.2400000000;0.3700000000;1.8000000000;0.0310000000;6.0000000000;61.0000000000;0.9897000000;3.3000000000;0.3400000000;12.2000000000;4;84
white;7.6000000000;0.2300000000;0.2600000000;15.3000000000;0.0670000000;32.0000000000;166.0000000000;0.9986000000;3.0300000000;0.4400000000;9.2000000000;4;85
white;6.4000000000;0.3400000000;0.2000000000;14.9000000000;0.0600000000;37.0000000000;162.0000000000;0.9983000000;3.1300000000;0.4500000000;9.0000000000;4;86
white;6.4000000000;0.3400000000;0.2000000000;14.9000000000;0.0600000000;37.0000000000;162.0000000000;0.9983000000;3.1300000000;0.4500000000;9.0000000000;4;87
white;7.5000000000;0.2900000000;0.2600000000;14.9500000000;0.0670000000;47.0000000000;178.0000000000;0.9983800000;3.0400000000;0.4900000000;9.2000000000;4;88
white;7.5000000000;0.2600000000;0.5900000000;11.8000000000;0.0460000000;58.0000000000;164.0000000000;0.9981400000;3.1700000000;0.4600000000;8.9000000000;4;89
white;6.5000000000;0.2800000000;0.3500000000;9.8000000000;0.0670000000;61.0000000000;180.0000000000;0.9972000000;3.1500000000;0.5700000000;9.0000000000;4;90
white;7.7000000000;0.2800000000;0.6300000000;11.1000000000;0.0390000000;58.0000000000;179.0000000000;0.9979000000;3.0800000000;0.4400000000;8.8000000000;4;91
white;6.0000000000;0.3300000000;0.1800000000;3.0000000000;0.0360000000;5.0000000000;85.0000000000;0.9912500000;3.2800000000;0.4000000000;11.5000000000;4;92
white;6.4000000000;0.2700000000;0.1900000000;2.0000000000;0.0840000000;21.0000000000;191.0000000000;0.9951600000;3.4900000000;0.6300000000;9.6000000000;4;93
white;6.4000000000;0.2700000000;0.1900000000;1.9000000000;0.0850000000;21.0000000000;196.0000000000;0.9951600000;3.4900000000;0.6400000000;9.5000000000;4;94
white;6.9000000000;0.3000000000;0.2900000000;1.3000000000;0.0530000000;24.0000000000;189.0000000000;0.9936200000;3.2900000000;0.5400000000;9.9000000000;4;95
white;6.9000000000;0.3000000000;0.3000000000;1.3000000000;0.0530000000;24.0000000000;186.0000000000;0.9936100000;3.2900000000;0.5400000000;9.9000000000;4;96
white;7.6000000000;0.2100000000;0.3500000000;1.2000000000;0.0410000000;7.0000000000;106.0000000000;0.9914000000;3.0600000000;0.4500000000;11.3000000000;4;97
white;9.2000000000;0.1900000000;0.4200000000;2.0000000000;0.0470000000;16.0000000000;104.0000000000;0.9951700000;3.0900000000;0.6600000000;10.0000000000;4;98
white;9.2000000000;0.1600000000;0.4900000000;2.0000000000;0.0440000000;18.0000000000;107.0000000000;0.9951400000;3.1000000000;0.5300000000;10.2000000000;4;99
white;6.3000000000;0.3800000000;0.1700000000;8.8000000000;0.0800000000;50.0000000000;212.0000000000;0.9980300000;3.4700000000;0.6600000000;9.4000000000;4;100
white;7.1000000000;0.2100000000;0.2800000000;2.7000000000;0.0340000000;23.0000000000;111.0000000000;0.9940500000;3.3500000000;0.6400000000;10.2000000000;4;101
white;6.2000000000;0.3800000000;0.1800000000;7.4000000000;0.0950000000;28.0000000000;195.0000000000;0.9977300000;3.5300000000;0.7100000000;9.2000000000;4;102
white;7.1000000000;0.2100000000;0.2800000000;2.7000000000;0.0340000000;23.0000000000;111.0000000000;0.9940500000;3.3500000000;0.6400000000;10.2000000000;4;103
white;6.4000000000;0.3500000000;0.3500000000;5.6000000000;0.0340000000;9.0000000000;148.0000000000;0.9944100000;3.1700000000;0.5000000000;9.8000000000;4;104
white;7.6000000000;0.3100000000;0.2300000000;12.7000000000;0.0540000000;20.0000000000;139.0000000000;0.9983600000;3.1600000000;0.5000000000;9.7000000000;4;105
white;7.6000000000;0.3100000000;0.2300000000;12.7000000000;0.0540000000;20.0000000000;139.0000000000;0.9983600000;3.1600000000;0.5000000000;9.7000000000;4;106
white;8.6000000000;0.3400000000;0.3600000000;1.4000000000;0.0450000000;11.0000000000;119.0000000000;0.9955600000;3.1700000000;0.4700000000;9.4000000000;4;107
white;8.6000000000;0.3400000000;0.3600000000;1.4000000000;0.0450000000;11.0000000000;119.0000000000;0.9955600000;3.1700000000;0.4700000000;9.4000000000;4;108
white;6.7000000000;0.5400000000;0.2700000000;7.1000000000;0.0490000000;8.0000000000;178.0000000000;0.9950200000;3.1600000000;0.3800000000;9.4000000000;4;109
white;6.7000000000;0.5400000000;0.2700000000;7.1000000000;0.0490000000;8.0000000000;178.0000000000;0.9950200000;3.1600000000;0.3800000000;9.4000000000;4;110
white;7.2000000000;0.6150000000;0.1000000000;1.4000000000;0.0680000000;25.0000000000;154.0000000000;0.9949900000;3.2000000000;0.4800000000;9.7000000000;4;111
white;7.1000000000;0.2300000000;0.2400000000;5.4000000000;0.0390000000;60.0000000000;196.0000000000;0.9948000000;3.1900000000;0.7800000000;10.0000000000;4;112
white;6.0000000000;0.1100000000;0.4700000000;10.6000000000;0.0520000000;69.0000000000;148.0000000000;0.9958000000;2.9100000000;0.3400000000;9.3000000000;4;113
white;8.5000000000;0.2200000000;0.3400000000;0.7000000000;0.0400000000;5.0000000000;25.0000000000;0.9918000000;3.0400000000;0.3700000000;10.5000000000;4;114
white;7.4000000000;0.2800000000;0.4000000000;11.9000000000;0.0320000000;13.0000000000;92.0000000000;0.9962900000;3.0100000000;0.4600000000;10.8000000000;4;115
white;7.1000000000;0.2700000000;0.2800000000;1.2500000000;0.0230000000;3.0000000000;89.0000000000;0.9899300000;2.9500000000;0.3000000000;11.4000000000;4;116
white;6.8000000000;0.2700000000;0.2900000000;4.6000000000;0.0460000000;6.0000000000;88.0000000000;0.9945800000;3.3400000000;0.4800000000;10.6000000000;4;117
white;6.2000000000;0.2550000000;0.2400000000;1.7000000000;0.0390000000;138.5000000000;272.0000000000;0.9945200000;3.5300000000;0.5300000000;9.6000000000;4;118
white;7.3000000000;0.2800000000;0.4200000000;1.2000000000;0.0330000000;29.0000000000;142.0000000000;0.9920500000;3.1700000000;0.4300000000;10.7000000000;4;119
white;6.9000000000;0.3000000000;0.3600000000;4.5000000000;0.0540000000;31.0000000000;203.0000000000;0.9951300000;3.4000000000;0.5700000000;10.4000000000;4;120
white;8.5000000000;0.2000000000;0.4000000000;1.1000000000;0.0460000000;31.0000000000;106.0000000000;0.9919400000;3.0000000000;0.3500000000;10.5000000000;4;121
white;8.7000000000;0.3000000000;0.5900000000;1.7000000000;0.0460000000;10.0000000000;70.0000000000;0.9937300000;3.0600000000;0.5600000000;10.8000000000;4;122
white;6.5000000000;0.2900000000;0.2500000000;2.5000000000;0.1420000000;8.0000000000;111.0000000000;0.9927000000;3.0000000000;0.4400000000;9.9000000000;4;123
white;6.5000000000;0.4800000000;0.0200000000;0.9000000000;0.0430000000;32.0000000000;99.0000000000;0.9922600000;3.1400000000;0.4700000000;9.8000000000;4;124
white;6.7000000000;0.6400000000;0.3000000000;1.2000000000;0.0300000000;18.0000000000;76.0000000000;0.9892000000;3.1600000000;0.6000000000;12.9000000000;4;125
white;6.9000000000;0.7500000000;0.1300000000;6.3000000000;0.0360000000;19.0000000000;50.0000000000;0.9931200000;3.0900000000;0.2500000000;11.1000000000;4;126
white;7.5000000000;0.3400000000;0.2400000000;3.8500000000;0.0310000000;5.0000000000;34.0000000000;0.9909800000;3.0100000000;0.3600000000;11.8000000000;4;127
white;5.9000000000;0.6550000000;0.0000000000;5.6000000000;0.0330000000;8.0000000000;31.0000000000;0.9936000000;3.3200000000;0.5100000000;10.5000000000;4;128
white;6.7000000000;0.2200000000;0.2200000000;1.2000000000;0.0380000000;5.0000000000;124.0000000000;0.9909800000;3.1000000000;0.3700000000;11.2000000000;4;129
white;6.9000000000;0.1900000000;0.6000000000;4.0000000000;0.0370000000;6.0000000000;122.0000000000;0.9925500000;2.9200000000;0.5900000000;10.4000000000;4;130
white;6.1000000000;0.6000000000;0.1200000000;1.8000000000;0.0500000000;11.0000000000;76.0000000000;0.9926800000;3.4200000000;0.4800000000;10.4000000000;4;131
white;8.5000000000;0.1800000000;0.3000000000;1.1000000000;0.0280000000;34.0000000000;95.0000000000;0.9927200000;2.8300000000;0.3600000000;10.0000000000;4;132
white;6.5000000000;0.3200000000;0.4800000000;8.0000000000;0.0260000000;18.0000000000;88.0000000000;0.9914400000;3.2200000000;0.7900000000;12.7000000000;4;133
white;7.4000000000;0.2700000000;0.3100000000;2.4000000000;0.0140000000;15.0000000000;143.0000000000;0.9909400000;3.0300000000;0.6500000000;12.0000000000;4;134
white;7.3000000000;0.3600000000;0.5400000000;13.3000000000;0.0540000000;63.0000000000;193.0000000000;0.9986400000;3.0600000000;0.4900000000;8.6000000000;4;135
white;4.8000000000;0.6500000000;0.1200000000;1.1000000000;0.0130000000;4.0000000000;10.0000000000;0.9924600000;3.3200000000;0.3600000000;13.5000000000;4;136
white;6.8000000000;0.7300000000;0.2000000000;6.6000000000;0.0540000000;25.0000000000;65.0000000000;0.9932400000;3.1200000000;0.2800000000;11.1000000000;4;137
white;8.7000000000;0.3100000000;0.2100000000;5.6000000000;0.0390000000;28.0000000000;67.0000000000;0.9932800000;2.9600000000;0.5200000000;11.0000000000;4;138
white;6.3000000000;0.2700000000;0.5100000000;7.6000000000;0.0490000000;35.0000000000;200.0000000000;0.9954800000;3.1600000000;0.5400000000;9.4000000000;4;139
white;7.3000000000;0.3800000000;0.2300000000;6.5000000000;0.0500000000;18.0000000000;102.0000000000;0.9930400000;3.1000000000;0.5500000000;11.2000000000;4;140
white;6.3000000000;0.2700000000;0.5100000000;7.6000000000;0.0490000000;35.0000000000;200.0000000000;0.9954800000;3.1600000000;0.5400000000;9.4000000000;4;141
white;6.4000000000;0.3700000000;0.1200000000;5.9000000000;0.0560000000;6.0000000000;91.0000000000;0.9953600000;3.0600000000;0.4600000000;8.4000000000;4;142
white;6.1000000000;1.1000000000;0.1600000000;4.4000000000;0.0330000000;8.0000000000;109.0000000000;0.9905800000;3.3500000000;0.4700000000;12.4000000000;4;143
white;6.6000000000;0.3500000000;0.1900000000;10.5000000000;0.0600000000;15.0000000000;82.0000000000;0.9958800000;3.1300000000;0.3800000000;9.9000000000;4;144
white;6.6000000000;0.3100000000;0.3700000000;6.2000000000;0.0520000000;13.0000000000;164.0000000000;0.9960200000;3.2400000000;0.3900000000;8.8000000000;4;145
white;6.5000000000;0.3800000000;0.5300000000;1.4000000000;0.1420000000;5.0000000000;69.0000000000;0.9926000000;3.1400000000;0.5200000000;10.1000000000;4;146
white;6.1000000000;0.3800000000;0.1400000000;3.9000000000;0.0600000000;27.0000000000;113.0000000000;0.9934400000;3.0700000000;0.3400000000;9.2000000000;4;147
white;6.1000000000;0.3800000000;0.1400000000;3.9000000000;0.0600000000;27.0000000000;113.0000000000;0.9934400000;3.0700000000;0.3400000000;9.2000000000;4;148
white;5.3000000000;0.4300000000;0.1100000000;1.1000000000;0.0290000000;6.0000000000;51.0000000000;0.9907600000;3.5100000000;0.4800000000;11.2000000000;4;149
white;6.0000000000;0.4200000000;0.4100000000;12.4000000000;0.0320000000;50.0000000000;179.0000000000;0.9962200000;3.1400000000;0.6000000000;9.7000000000;5;1
white;6.4000000000;0.3500000000;0.5100000000;7.8000000000;0.0550000000;53.0000000000;177.0000000000;0.9950200000;3.1200000000;0.4500000000;9.6000000000;5;2
white;6.0000000000;0.4100000000;0.2300000000;1.1000000000;0.0660000000;22.0000000000;148.0000000000;0.9926600000;3.3000000000;0.4700000000;9.6333333330;5;3
white;5.5000000000;0.3200000000;0.1300000000;1.3000000000;0.0370000000;45.0000000000;156.0000000000;0.9918400000;3.2600000000;0.3800000000;10.7000000000;5;4
white;6.5000000000;0.3300000000;0.3800000000;8.3000000000;0.0480000000;68.0000000000;174.0000000000;0.9949200000;3.1400000000;0.5000000000;9.6000000000;5;5
white;6.8000000000;0.2200000000;0.3600000000;1.2000000000;0.0520000000;38.0000000000;127.0000000000;0.9933000000;3.0400000000;0.5400000000;9.2000000000;5;6
white;6.6000000000;0.3200000000;0.3600000000;8.0000000000;0.0470000000;57.0000000000;168.0000000000;0.9949000000;3.1500000000;0.4600000000;9.6000000000;5;7
white;5.9000000000;0.5400000000;0.0000000000;0.8000000000;0.0320000000;12.0000000000;82.0000000000;0.9928600000;3.2500000000;0.3600000000;8.8000000000;5;8
white;6.7000000000;0.5000000000;0.3600000000;11.5000000000;0.0960000000;18.0000000000;92.0000000000;0.9964200000;3.1100000000;0.4900000000;9.6000000000;5;9
white;5.6000000000;0.3400000000;0.2500000000;2.5000000000;0.0460000000;47.0000000000;182.0000000000;0.9909300000;3.2100000000;0.4000000000;11.3000000000;5;10
white;6.6000000000;0.3800000000;0.2900000000;2.4000000000;0.1360000000;15.0000000000;93.0000000000;0.9933600000;3.1800000000;0.6000000000;9.5000000000;5;11
white;6.4000000000;0.3300000000;0.4400000000;8.9000000000;0.0550000000;52.0000000000;164.0000000000;0.9948800000;3.1000000000;0.4800000000;9.6000000000;5;12
white;6.4000000000;0.3300000000;0.4400000000;8.9000000000;0.0550000000;52.0000000000;164.0000000000;0.9948800000;3.1000000000;0.4800000000;9.6000000000;5;13
white;6.2000000000;0.2300000000;0.3800000000;1.6000000000;0.0440000000;12.0000000000;113.0000000000;0.9917600000;3.3000000000;0.7300000000;11.4000000000;5;14
white;5.2000000000;0.2500000000;0.2300000000;1.4000000000;0.0470000000;20.0000000000;77.0000000000;0.9900100000;3.3200000000;0.6200000000;11.4000000000;5;15
white;5.8000000000;0.3600000000;0.5000000000;1.0000000000;0.1270000000;63.0000000000;178.0000000000;0.9921200000;3.1000000000;0.4500000000;9.7000000000;5;16
white;6.4000000000;0.2300000000;0.3500000000;10.3000000000;0.0420000000;54.0000000000;140.0000000000;0.9967000000;3.2300000000;0.4700000000;9.2000000000;5;17
